tree depth,extra +0s per node,term size,term size+29,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite!,cbv;setoid_rewrite,cbv;rewrite_strat(topdown),cbv;rewrite_strat(bottomup)
1,209,631,747,0.235,0.031,0.007,1.031,3.812,1.503,7.448
2,89,631,863,0.207,0.032,0.004,0.703,3.259,1.2,7.043
3,41,631,1095,0.211,0.036,0.016,0.416,2.696,0.779,7.276
5,9,631,2487,0.22,0.043,0.023,0.124,1.919,0.483,6.172
1,210,634,750,0.228,0.032,0.008,1.096,3.771,1.507,7.455
6,4,636,4348,0.235,0.06,0.04,0.064,1.576,0.435,4.984
1,211,637,753,0.231,0.036,0.003,1.087,3.812,1.52,7.68
2,90,638,870,0.216,0.032,0.008,0.74,3.36,1.14,7.327
1,212,640,756,0.232,0.036,0.004,1.08,3.951,1.544,7.74
1,213,643,759,0.231,0.031,0.007,1.075,3.884,1.875,7.731
2,91,645,877,0.211,0.032,0.008,0.751,3.519,1.259,7.168
1,214,646,762,0.235,0.039,0.004,1.084,3.887,1.579,7.572
3,42,646,1110,0.216,0.036,0.012,0.427,2.763,0.807,7.495
1,215,649,765,0.235,0.039,0.007,1.087,4.019,1.536,7.987
1,216,652,768,0.236,0.036,0.004,1.1,4.007,1.647,7.947
2,92,652,884,0.211,0.032,0.008,0.772,3.476,1.18,7.407
4,20,652,1580,0.215,0.032,0.011,0.244,2.351,0.632,7.167
1,217,655,771,0.231,0.036,0.007,1.179,3.992,1.543,7.924
1,218,658,774,0.231,0.036,0.008,1.164,4.079,1.615,8.099
2,93,659,891,0.207,0.031,0.007,0.788,3.571,1.235,7.584
1,219,661,777,0.252,0.047,0.023,1.14,4.131,1.608,8.18
3,43,661,1125,0.211,0.032,0.008,0.447,2.927,0.908,7.648
1,220,664,780,0.232,0.036,0.007,1.14,4.112,1.659,8.22
2,94,666,898,0.224,0.04,0.012,0.799,3.596,1.6,7.624
1,221,667,783,0.24,0.032,0.008,1.152,4.144,1.688,8.307
1,222,670,786,0.235,0.031,0.007,1.159,4.279,1.675,8.492
1,223,673,789,0.231,0.036,0.007,1.212,4.196,1.711,8.383
2,95,673,905,0.22,0.036,0.012,0.796,3.728,1.344,10.039
1,224,676,792,0.228,0.031,0.007,1.247,4.22,1.828,8.424
3,44,676,1140,0.216,0.04,0.012,0.467,3.016,0.955,8.271
1,225,679,795,0.231,0.031,0.007,1.195,4.396,1.888,8.632
2,96,680,912,0.215,0.035,0.011,0.807,3.819,1.223,7.96
1,226,682,798,0.232,0.036,0.008,1.212,4.295,1.788,8.747
4,21,683,1611,0.216,0.035,0.011,0.279,2.652,0.692,7.923
1,227,685,801,0.228,0.032,0.008,1.215,4.328,1.911,8.74
2,97,687,919,0.216,0.035,0.011,0.836,3.792,1.375,8.276
1,228,688,804,0.228,0.036,0.007,1.219,4.491,1.844,8.72
1,229,691,807,0.228,0.031,0.007,1.284,4.403,1.903,8.812
3,45,691,1155,0.215,0.035,0.011,0.492,3.211,1.,8.4
1,230,694,810,0.227,0.036,0.007,1.307,4.427,1.931,8.959
2,98,694,926,0.22,0.035,0.007,0.867,3.871,1.32,8.22
5,10,694,2550,0.228,0.048,0.019,0.147,2.271,0.532,7.332
1,231,697,813,0.232,0.036,0.007,1.263,4.596,1.951,9.168
1,232,700,816,0.228,0.036,0.008,1.264,4.495,1.879,9.584
2,99,701,933,0.22,0.039,0.008,0.884,3.963,1.372,8.515
1,233,703,819,0.232,0.036,0.007,1.275,4.524,2.012,9.095
1,234,706,822,0.228,0.036,0.007,1.311,4.687,2.108,9.248
3,46,706,1170,0.212,0.036,0.012,0.507,3.299,1.012,8.799
2,100,708,940,0.22,0.036,0.008,0.943,4.116,1.427,8.56
1,235,709,825,0.228,0.036,0.008,1.368,4.592,2.015,9.351
1,236,712,828,0.228,0.036,0.008,1.331,4.623,2.027,9.416
4,22,714,1642,0.215,0.039,0.012,0.307,2.827,0.748,8.46
1,237,715,831,0.228,0.036,0.007,1.316,4.788,1.948,9.439
2,101,715,947,0.216,0.036,0.012,0.98,4.079,1.468,8.915
1,238,718,834,0.223,0.036,0.007,1.331,4.704,2.068,10.636
1,239,721,837,0.231,0.036,0.004,1.331,4.755,2.183,9.62
3,47,721,1185,0.211,0.036,0.012,0.528,3.312,2.016,9.307
2,102,722,954,0.212,0.036,0.012,0.98,4.144,1.475,8.895
1,240,724,840,0.236,0.031,0.007,1.404,4.859,2.111,9.74
1,241,727,843,0.227,0.036,0.007,1.435,4.8,2.216,9.783
2,103,729,961,0.227,0.043,0.012,0.936,4.279,1.472,9.087
1,242,730,846,0.232,0.036,0.007,1.379,4.903,2.127,9.855
1,243,733,849,0.231,0.036,0.007,1.391,4.919,2.24,9.951
1,244,736,852,0.232,0.036,0.008,1.387,4.9,1.991,9.944
2,104,736,968,0.22,0.036,0.012,0.943,4.355,1.523,9.848
3,48,736,1200,0.216,0.032,0.012,0.563,3.48,1.087,9.548
1,245,739,855,0.231,0.031,0.007,1.472,5.08,2.056,10.131
1,246,742,858,0.228,0.031,0.004,1.468,4.983,1.963,10.252
2,105,743,975,0.223,0.039,0.011,0.967,4.328,1.551,10.031
1,247,745,861,0.239,0.036,0.008,1.436,5.019,2.067,10.347
4,23,745,1673,0.216,0.036,0.011,0.34,3.376,0.811,9.292
1,248,748,864,0.232,0.036,0.007,1.451,5.184,2.14,10.927
2,106,750,982,0.22,0.039,0.007,1.019,4.419,1.608,10.104
1,249,751,867,0.228,0.036,0.008,1.448,5.091,2.104,10.427
3,49,751,1215,0.216,0.036,0.012,0.592,3.603,1.092,10.111
1,250,754,870,0.231,0.031,0.007,1.508,5.204,2.199,10.531
1,251,757,873,0.232,0.032,0.008,1.551,5.204,2.14,10.6
2,107,757,989,0.22,0.039,0.012,1.036,4.648,1.559,10.488
5,11,757,2613,0.227,0.051,0.024,0.175,2.619,0.615,8.847
1,252,760,876,0.232,0.036,0.008,1.496,5.183,2.187,10.655
1,253,763,879,0.235,0.036,0.007,1.5,5.332,2.028,10.668
6,5,763,4475,0.243,0.063,0.039,0.079,2.048,0.584,7.939
2,108,764,996,0.223,0.035,0.011,1.056,4.579,1.652,10.519
1,254,766,882,0.231,0.036,0.008,1.508,5.283,2.195,10.752
3,50,766,1230,0.215,0.035,0.011,0.623,3.831,1.164,10.192
7,2,766,8190,0.28,0.091,0.072,0.044,1.588,0.599,4.72
1,255,769,885,0.232,0.036,0.007,1.599,5.395,2.264,10.883
2,109,771,1003,0.216,0.035,0.011,1.067,4.604,2.,10.796
1,256,772,888,0.235,0.031,0.007,1.584,5.352,2.24,10.932
1,257,775,891,0.235,0.036,0.007,1.551,5.356,2.295,11.056
4,24,776,1704,0.211,0.04,0.011,0.356,3.304,1.083,10.207
1,258,778,894,0.24,0.04,0.016,1.564,5.531,2.14,11.432
2,110,778,1010,0.224,0.036,0.012,1.087,4.771,1.688,11.031
1,259,781,897,0.244,0.043,0.007,1.579,5.468,2.247,11.144
3,51,781,1245,0.22,0.039,0.015,0.664,3.832,1.355,10.827
1,260,784,900,0.24,0.04,0.008,1.664,5.591,2.355,11.22
2,111,785,1017,0.22,0.04,0.012,1.155,4.812,1.672,
1,261,787,903,0.244,0.039,0.007,1.627,5.536,2.695,
1,262,790,906,0.24,0.036,0.008,1.611,5.583,2.352,
2,112,792,1024,0.223,0.043,0.011,1.2,4.872,1.74,
1,263,793,909,0.247,0.04,0.007,1.616,5.708,2.195,
1,264,796,912,0.24,0.036,0.008,1.695,5.635,2.412,
3,52,796,1260,0.22,0.036,0.008,0.711,3.939,1.271,12.395
1,265,799,915,0.235,0.036,0.007,1.687,5.792,2.376,
2,113,799,1031,0.224,0.04,0.012,1.171,4.987,1.707,
1,266,802,918,0.235,0.036,0.007,1.664,5.715,2.768,
1,267,805,921,0.235,0.036,0.012,1.671,5.836,2.259,
2,114,806,1038,0.223,0.035,0.011,1.176,5.12,1.812,
4,25,807,1735,0.22,0.039,0.016,0.375,3.596,0.952,10.884
1,268,808,924,0.235,0.036,0.012,1.704,5.84,2.467,
1,269,811,927,0.244,0.044,0.02,1.783,5.855,2.415,
3,53,811,1275,0.216,0.032,0.008,0.692,4.088,1.34,11.576
2,115,813,1045,0.22,0.035,0.011,1.187,5.056,1.932,
1,270,814,930,0.24,0.043,0.008,1.716,5.98,2.556,
1,271,817,933,0.247,0.039,0.007,1.727,5.899,2.907,
1,272,820,936,0.244,0.04,0.007,1.731,6.08,2.404,
2,116,820,1052,0.22,0.04,0.012,1.179,5.3,1.844,
5,12,820,2676,0.224,0.048,0.019,0.207,2.84,0.708,
1,273,823,939,0.235,0.036,0.008,1.816,6.,2.46,
1,274,826,942,0.24,0.036,0.008,1.799,6.159,2.52,
3,54,826,1290,0.22,0.04,0.012,0.704,4.311,1.416,11.819
2,117,827,1059,0.223,0.039,0.011,1.196,5.331,1.995,
1,275,829,945,0.239,0.036,0.007,1.768,6.067,2.643,
1,276,832,948,0.24,0.036,0.007,1.776,6.231,2.5,
2,118,834,1066,0.228,0.036,0.012,1.248,5.324,1.936,
1,277,835,951,0.247,0.048,0.019,1.876,6.176,2.58,
1,278,838,954,0.235,0.036,0.007,1.835,6.264,2.632,
4,26,838,1766,0.215,0.044,0.019,0.4,3.632,0.996,11.748
1,279,841,957,0.247,0.039,0.007,1.819,6.271,2.691,
2,119,841,1073,0.219,0.039,0.011,1.279,5.475,1.98,
3,55,841,1305,0.216,0.032,0.012,0.731,4.32,1.427,12.372
1,280,844,960,0.244,0.036,0.007,1.828,6.244,2.576,
1,281,847,963,0.243,0.036,0.007,1.911,6.416,2.687,
2,120,848,1080,0.224,0.039,0.012,1.303,5.508,1.907,
1,282,850,966,0.24,0.036,0.007,1.915,6.327,2.671,
1,283,853,969,0.235,0.036,0.012,1.872,6.524,2.764,
2,121,855,1087,0.22,0.04,0.016,1.375,5.539,2.012,
1,284,856,972,0.247,0.039,0.007,1.876,6.427,2.64,
3,56,856,1320,0.216,0.036,0.012,0.755,4.435,1.82,12.799
1,285,859,975,0.244,0.04,0.012,1.975,6.607,2.795,
1,286,862,978,0.24,0.04,0.008,1.939,6.519,2.632,
2,122,862,1094,0.223,0.039,0.011,1.423,5.759,2.067,
1,287,865,981,0.239,0.036,0.007,1.927,6.679,2.827,
1,288,868,984,0.24,0.036,0.007,1.939,6.584,2.675,
2,123,869,1101,0.228,0.044,0.016,1.327,5.72,1.98,
4,27,869,1797,0.22,0.039,0.016,0.416,3.819,1.163,12.451
1,289,871,987,0.247,0.04,0.012,2.06,6.755,2.895,
3,57,871,1335,0.216,0.035,0.011,0.744,4.684,1.552,13.115
1,290,874,990,0.247,0.043,0.007,1.972,6.683,2.747,
2,124,876,1108,0.224,0.035,0.011,1.395,5.799,2.107,
1,291,877,993,0.247,0.039,0.007,1.975,6.84,2.928,
1,292,880,996,0.248,0.036,0.008,2.027,6.723,2.827,
1,293,883,999,0.24,0.036,0.012,2.088,6.924,3.004,
2,125,883,1115,0.22,0.04,0.012,1.412,5.996,2.264,
5,13,883,2739,0.223,0.048,0.023,0.211,3.215,0.784,
1,294,886,1002,0.244,0.036,0.008,2.024,6.851,2.819,
3,58,886,1350,0.22,0.039,0.011,0.811,4.751,1.547,13.675
1,295,889,1005,0.244,0.04,0.007,2.027,7.004,2.971,
2,126,890,1122,0.223,0.043,0.019,1.42,5.895,2.183,
6,6,890,4602,0.244,0.063,0.043,0.115,2.615,0.708,
1,296,892,1008,0.24,0.036,0.008,2.151,6.911,2.783,
1,297,895,1011,0.24,0.036,0.007,2.076,7.1,3.012,
2,127,897,1129,0.22,0.039,0.011,1.432,6.167,2.263,
1,298,898,1014,0.24,0.036,0.008,2.071,7.012,2.903,
4,28,900,1828,0.215,0.039,0.015,0.46,4.124,1.12,13.524
1,299,901,1017,0.251,0.043,0.019,2.156,7.192,3.036,
3,59,901,1365,0.224,0.04,0.012,0.84,4.824,1.731,14.079
1,300,904,1020,0.252,0.043,0.008,2.143,7.108,2.939,
2,128,904,1136,0.223,0.043,0.015,1.471,6.127,2.124,
1,301,907,1023,0.247,0.039,0.007,2.115,7.283,3.072,
1,302,910,1026,0.24,0.036,0.007,2.135,7.183,2.956,
2,129,911,1143,0.224,0.043,0.015,1.556,6.204,2.291,
1,303,913,1029,0.235,0.036,0.007,2.244,7.364,3.192,
1,304,916,1032,0.24,0.04,0.007,2.168,7.668,3.011,
3,60,916,1380,0.223,0.043,0.019,0.876,4.996,1.672,15.016
2,130,918,1150,0.224,0.04,0.016,1.599,6.379,2.384,
1,305,919,1035,0.239,0.036,0.007,2.171,7.436,3.16,
1,306,922,1038,0.24,0.04,0.012,2.28,7.331,2.98,
1,307,925,1041,0.24,0.036,0.012,2.219,7.536,3.231,
2,131,925,1157,0.227,0.043,0.015,1.519,6.367,2.372,
1,308,928,1044,0.252,0.048,0.007,2.211,7.475,3.079,
1,309,931,1047,0.251,0.043,0.008,2.3,7.62,3.752,
3,61,931,1395,0.216,0.036,0.012,0.903,5.155,1.724,
4,29,931,1859,0.22,0.039,0.015,0.503,4.412,1.323,14.279
2,132,932,1164,0.231,0.048,0.019,1.519,6.628,2.855,
1,310,934,1050,0.244,0.036,0.007,2.276,7.591,3.104,
1,311,937,1053,0.243,0.039,0.012,2.255,7.675,3.231,
2,133,939,1171,0.228,0.04,0.016,1.584,6.488,2.311,
1,312,940,1056,0.244,0.04,0.008,2.311,7.768,3.211,
1,313,943,1059,0.24,0.039,0.012,2.356,7.7,3.283,
1,314,946,1062,0.244,0.036,0.008,2.303,7.855,3.235,
2,134,946,1178,0.223,0.039,0.011,1.619,6.728,2.515,
3,62,946,1410,0.22,0.036,0.016,0.931,5.255,1.759,
5,14,946,2802,0.228,0.048,0.023,0.268,3.599,0.963,
1,315,949,1065,0.255,0.043,0.019,2.348,7.779,3.771,
1,316,952,1068,0.252,0.043,0.007,2.408,7.967,3.2,
2,135,953,1185,0.235,0.048,0.024,1.623,6.667,2.464,
1,317,955,1071,0.243,0.036,0.007,2.348,7.876,3.367,
1,318,958,1074,0.247,0.04,0.012,2.372,8.075,3.236,
2,136,960,1192,0.224,0.039,0.012,1.723,6.903,2.607,
1,319,961,1077,0.247,0.039,0.012,2.468,8.028,3.507,
3,63,961,1425,0.216,0.036,0.012,1.352,5.476,1.828,
4,30,962,1890,0.215,0.039,0.016,0.536,4.599,1.416,19.091
1,320,964,1080,0.247,0.039,0.012,2.391,8.1,3.263,
1,321,967,1083,0.244,0.04,0.012,2.408,8.176,4.019,
2,137,967,1199,0.227,0.04,0.012,1.771,6.836,2.596,
1,322,970,1086,0.255,0.048,0.015,2.536,8.096,3.247,
1,323,973,1089,0.256,0.043,0.012,2.475,8.292,3.536,
2,138,974,1206,0.228,0.039,0.011,1.72,7.019,2.591,
1,324,976,1092,0.247,0.04,0.007,2.483,8.211,3.343,
3,64,976,1440,0.22,0.035,0.011,1.047,5.519,2.307,
1,325,979,1095,0.255,0.051,0.023,2.6,8.379,3.66,
2,139,981,1213,0.227,0.043,0.011,1.744,7.107,2.627,
1,326,982,1098,0.248,0.04,0.008,2.503,8.392,3.591,
1,327,985,1101,0.247,0.039,0.007,2.508,8.395,3.416,
1,328,988,1104,0.247,0.04,0.008,2.64,8.511,3.719,
2,140,988,1220,0.228,0.04,0.012,1.72,7.168,2.655,
1,329,991,1107,0.252,0.039,0.012,2.539,8.432,3.459,
3,65,991,1455,0.216,0.039,0.015,1.059,5.668,1.939,
4,31,993,1921,0.215,0.039,0.016,0.563,4.815,2.548,
1,330,994,1110,0.252,0.04,0.012,2.556,8.62,3.735,
2,141,995,1227,0.231,0.043,0.015,1.763,7.311,2.771,
1,331,997,1113,0.255,0.039,0.012,2.683,8.656,3.592,
1,332,1000,1116,0.252,0.039,0.012,2.596,8.576,3.987,
2,142,1002,1234,0.231,0.036,0.012,1.816,7.344,2.692,
1,333,1003,1119,0.247,0.039,0.012,2.591,8.748,3.947,
1,334,1006,1122,0.256,0.048,0.019,2.735,8.783,4.359,
3,66,1006,1470,0.22,0.039,0.011,1.088,5.94,1.943,
1,335,1009,1125,0.252,0.043,0.008,2.624,8.708,4.108,
2,143,1009,1241,0.228,0.04,0.012,1.94,7.536,3.251,
5,15,1009,2865,0.235,0.056,0.031,0.288,3.983,1.043,
1,336,1012,1128,0.247,0.04,0.012,2.651,8.903,3.795,
1,337,1015,1131,0.255,0.051,0.024,2.788,8.844,4.127,
2,144,1016,1248,0.228,0.048,0.015,1.867,7.503,2.799,
6,7,1017,4729,0.248,0.064,0.04,0.148,3.288,0.915,
1,338,1018,1134,0.248,0.044,0.012,2.672,8.971,4.084,
1,339,1021,1137,0.251,0.039,0.012,2.699,9.036,5.155,
3,67,1021,1485,0.22,0.036,0.012,1.047,5.967,2.127,
7,3,1021,8445,0.283,0.099,0.08,0.075,2.548,0.852,10.416
2,145,1023,1255,0.235,0.043,0.012,1.872,7.711,2.78,
8,1,1023,15871,0.356,0.163,0.14,0.032,1.523,1.032,4.24
1,340,1024,1140,0.247,0.039,0.012,2.84,8.996,4.128,
4,32,1024,1952,0.216,0.039,0.016,0.6,5.211,1.543,
1,341,1027,1143,0.252,0.043,0.007,2.731,9.123,4.199,
1,342,1030,1146,0.247,0.039,0.012,2.764,9.112,4.028,
2,146,1030,1262,0.231,0.043,0.011,1.915,7.68,2.875,
1,343,1033,1149,0.259,0.048,0.008,2.872,9.196,4.319,
1,344,1036,1152,0.252,0.039,0.012,2.779,9.299,4.04,
3,68,1036,1500,0.223,0.039,0.011,1.079,6.211,2.104,
2,147,1037,1269,0.227,0.043,0.015,1.951,7.912,2.936,
1,345,1039,1155,0.264,0.052,0.019,2.815,9.22,4.908,
1,346,1042,1158,0.247,0.039,0.012,2.903,9.395,4.072,
2,148,1044,1276,0.232,0.043,0.016,1.995,7.867,2.94,
1,347,1045,1161,0.252,0.036,0.007,2.831,9.415,4.348,
1,348,1048,1164,0.243,0.036,0.008,2.884,9.375,4.387,
1,349,1051,1167,0.247,0.039,0.007,2.939,9.544,4.156,
2,149,1051,1283,0.24,0.052,0.019,2.104,8.104,3.056,
3,69,1051,1515,0.224,0.039,0.012,1.124,6.268,2.531,
1,350,1054,1170,0.256,0.048,0.02,2.879,9.58,4.432,
4,33,1055,1983,0.224,0.044,0.016,0.648,5.336,1.583,
1,351,1057,1173,0.255,0.043,0.007,2.984,9.48,4.264,
2,150,1058,1290,0.227,0.039,0.015,2.024,8.115,2.96,
1,352,1060,1176,0.255,0.04,0.008,2.931,9.715,5.108,
1,353,1063,1179,0.252,0.04,0.012,2.924,9.652,4.283,
2,151,1065,1297,0.231,0.043,0.011,2.,8.231,3.152,
1,354,1066,1182,0.247,0.04,0.012,3.075,9.768,4.456,
3,70,1066,1530,0.22,0.036,0.012,1.168,6.472,2.2,
1,355,1069,1185,0.259,0.048,0.012,2.948,9.843,4.583,
1,356,1072,1188,0.252,0.04,0.012,3.007,9.8,4.692,
2,152,1072,1304,0.232,0.04,0.012,2.059,8.284,3.043,
5,16,1072,2928,0.231,0.048,0.024,0.327,4.488,1.188,
1,357,1075,1191,0.256,0.048,0.016,3.072,9.863,4.504,
1,358,1078,1194,0.252,0.043,0.012,3.,9.947,4.58,
2,153,1079,1311,0.235,0.052,0.024,2.099,8.447,3.231,
1,359,1081,1197,0.256,0.044,0.007,3.103,10.028,4.588,
3,71,1081,1545,0.223,0.035,0.011,1.179,6.668,2.192,
1,360,1084,1200,0.243,0.039,0.007,3.092,9.947,4.447,
2,154,1086,1318,0.231,0.043,0.011,2.208,8.508,3.092,
4,34,1086,2014,0.223,0.039,0.015,0.671,5.587,1.776,
1,361,1087,1203,0.247,0.04,0.012,3.048,10.108,4.764,
1,362,1090,1206,0.259,0.043,0.012,3.208,10.515,5.347,
1,363,1093,1209,0.259,0.039,0.012,3.091,10.155,4.379,
2,155,1093,1325,0.227,0.039,0.015,2.235,8.624,3.32,
1,364,1096,1212,0.256,0.043,0.012,3.136,10.272,4.779,
3,72,1096,1560,0.228,0.039,0.015,1.24,6.719,2.403,
1,365,1099,1215,0.255,0.043,0.012,3.231,10.4,4.86,
2,156,1100,1332,0.224,0.043,0.016,2.188,8.771,3.235,
1,366,1102,1218,0.26,0.048,0.02,3.144,10.815,4.572,
1,367,1105,1221,0.255,0.04,0.007,3.267,10.36,4.892,
2,157,1107,1339,0.227,0.043,0.015,2.22,8.748,3.443,
1,368,1108,1224,0.264,0.052,0.024,3.196,10.519,4.927,
1,369,1111,1227,0.259,0.04,0.007,3.211,10.632,4.695,
3,73,1111,1575,0.219,0.039,0.011,1.275,7.019,2.275,
1,370,1114,1230,0.267,0.051,0.024,3.315,11.091,5.012,
2,158,1114,1346,0.227,0.039,0.015,2.2,8.96,3.224,
1,371,1117,1233,0.252,0.044,0.012,3.232,10.463,5.052,
4,35,1117,2045,0.228,0.048,0.028,0.716,6.,1.919,
1,372,1120,1236,0.252,0.039,0.012,3.351,10.724,4.716,
2,159,1121,1353,0.232,0.04,0.012,2.311,9.059,3.455,
1,373,1123,1239,0.252,0.044,0.012,3.275,10.783,5.075,
1,374,1126,1242,0.252,0.04,0.012,3.308,10.72,5.676,
3,74,1126,1590,0.228,0.048,0.024,1.367,7.056,2.483,
2,160,1128,1360,0.231,0.039,0.012,2.396,9.032,3.38,
1,375,1129,1245,0.256,0.044,0.012,3.395,10.872,4.759,
1,376,1132,1248,0.256,0.04,0.012,3.315,10.927,4.96,
1,377,1135,1251,0.256,0.043,0.012,3.456,11.403,5.144,
2,161,1135,1367,0.235,0.048,0.011,2.268,9.26,4.,
5,17,1135,2991,0.231,0.055,0.031,0.376,4.775,1.219,
1,378,1138,1254,0.259,0.039,0.012,3.36,10.864,4.875,
1,379,1141,1257,0.26,0.044,0.012,3.451,11.135,5.192,
3,75,1141,1605,0.219,0.039,0.012,1.435,7.364,2.604,
2,162,1142,1374,0.24,0.052,0.024,2.371,9.384,3.403,
1,380,1144,1260,0.267,0.052,0.019,3.42,11.172,5.831,
6,8,1144,4856,0.244,0.063,0.043,0.195,3.931,1.115,
1,381,1147,1263,0.255,0.043,0.012,3.419,,4.947,
4,36,1148,2076,0.219,0.039,0.019,0.759,6.183,1.928,
2,163,1149,1381,0.235,0.043,0.011,2.388,9.364,3.476,
1,382,1150,1266,0.271,0.051,0.024,3.54,,5.08,
1,383,1153,1269,0.26,0.044,0.012,3.439,,5.384,
1,384,1156,1272,0.256,0.04,0.012,3.572,,5.111,
2,164,1156,1388,0.231,0.043,0.015,2.511,9.599,3.452,
3,76,1156,1620,0.228,0.048,0.019,1.372,7.376,2.632,
1,385,1159,1275,0.256,0.043,0.012,3.483,,5.235,
1,386,1162,1278,0.264,0.048,0.012,3.592,,6.083,
2,165,1163,1395,0.235,0.043,0.015,2.5,9.731,3.711,
1,387,1165,1281,0.264,0.044,0.012,3.528,,5.152,
1,388,1168,1284,0.255,0.04,0.012,3.567,,5.336,
2,166,1170,1402,0.231,0.043,0.016,2.467,9.684,3.615,
1,389,1171,1287,0.255,0.043,0.008,3.627,,6.096,
3,77,1171,1635,0.223,0.035,0.015,1.384,7.667,3.139,
1,390,1174,1290,0.259,0.043,0.012,3.568,,5.151,
1,391,1177,1293,0.256,0.04,0.012,3.704,,5.34,
2,167,1177,1409,0.232,0.043,0.016,2.468,9.951,3.768,
4,37,1179,2107,0.232,0.052,0.028,0.784,6.552,2.027,
1,392,1180,1296,0.256,0.044,0.012,3.596,,5.663,
1,393,1183,1299,0.26,0.048,0.02,3.732,,5.516,
2,168,1184,1416,0.231,0.043,0.015,2.536,10.043,3.663,
1,394,1186,1302,0.263,0.043,0.012,3.644,,5.42,
3,78,1186,1650,0.224,0.039,0.011,1.467,8.059,2.603,
1,395,1189,1305,0.256,0.043,0.012,3.775,,5.943,
2,169,1191,1423,0.231,0.043,0.015,2.715,10.064,4.347,
1,396,1192,1308,0.251,0.043,0.008,3.668,,5.54,
1,397,1195,1311,0.259,0.047,0.011,3.8,,5.687,
1,398,1198,1314,0.259,0.043,0.012,3.72,,6.251,
2,170,1198,1430,0.231,0.043,0.015,2.572,10.288,3.835,
5,18,1198,3054,0.232,0.052,0.023,0.427,5.219,1.463,
1,399,1201,1317,0.259,0.043,0.012,3.827,,5.351,
3,79,1201,1665,0.22,0.036,0.012,1.516,7.956,2.82,
1,400,1204,1320,0.264,0.048,0.012,3.768,,5.644,
2,171,1205,1437,0.231,0.043,0.015,2.635,10.759,3.847,
1,401,1207,1323,0.264,0.044,0.012,3.843,,5.731,
1,402,1210,1326,0.264,0.048,0.007,3.824,,5.876,
4,38,1210,2138,0.223,0.044,0.015,0.851,6.684,2.148,
2,172,1212,1444,0.235,0.048,0.015,2.643,10.288,4.032,
1,403,1213,1329,0.259,0.044,0.012,3.836,,5.759,
1,404,1216,1332,0.264,0.048,0.012,3.92,,5.655,
3,80,1216,1680,0.219,0.039,0.015,1.527,8.019,2.8,
1,405,1219,1335,0.271,0.052,0.007,3.851,,5.779,
2,173,1219,1451,0.24,0.048,0.015,2.824,10.567,3.864,
1,406,1222,1338,0.271,0.043,0.012,3.984,,6.036,
1,407,1225,1341,0.264,0.048,0.012,3.876,,5.927,
2,174,1226,1458,0.244,0.052,0.024,2.715,10.711,4.172,
1,408,1228,1344,0.271,0.052,0.019,4.008,,6.475,
1,409,1231,1347,0.271,0.043,0.012,4.259,,5.788,
3,81,1231,1695,0.228,0.039,0.016,1.632,8.284,2.991,
2,175,1233,1465,0.235,0.043,0.015,2.716,11.204,4.635,
1,410,1234,1350,0.264,0.043,0.012,4.056,,5.788,
1,411,1237,1353,0.264,0.044,0.012,3.915,,5.963,
1,412,1240,1356,0.271,0.043,0.012,4.087,,6.115,
2,176,1240,1472,0.231,0.043,0.015,2.787,10.76,3.984,
4,39,1241,2169,0.231,0.048,0.028,0.928,7.059,2.299,
1,413,1243,1359,0.271,0.048,0.012,3.995,,6.183,
1,414,1246,1362,0.264,0.043,0.012,4.392,,5.975,
3,82,1246,1710,0.223,0.039,0.012,1.711,8.5,3.447,
2,177,1247,1479,0.235,0.048,0.015,2.927,11.007,4.152,
1,415,1249,1365,0.271,0.048,0.007,3.943,,6.008,
1,416,1252,1368,0.288,0.064,0.032,4.159,,6.871,
2,178,1254,1486,0.235,0.048,0.015,2.896,11.16,4.152,
1,417,1255,1371,0.267,0.043,0.012,4.06,,5.803,
1,418,1258,1374,0.271,0.048,0.012,4.196,,6.276,
1,419,1261,1377,0.271,0.051,0.019,4.095,,5.615,
2,179,1261,1493,0.24,0.043,0.015,2.859,11.683,4.363,
3,83,1261,1725,0.232,0.048,0.019,1.668,8.572,2.988,
5,19,1261,3117,0.24,0.06,0.032,0.452,5.788,1.536,
1,420,1264,1380,0.279,0.043,0.012,4.496,,5.803,
1,421,1267,1383,0.271,0.051,0.012,4.163,,6.235,
2,180,1268,1500,0.235,0.043,0.015,2.86,11.139,5.272,
1,422,1270,1386,0.276,0.052,0.019,4.367,,5.851,
6,9,1271,4983,0.243,0.063,0.039,0.231,4.536,1.279,
4,40,1272,2200,0.22,0.043,0.015,0.991,7.42,2.884,
1,423,1273,1389,0.276,0.043,0.012,4.216,,6.024,
2,181,1275,1507,0.244,0.052,0.024,3.052,,4.443,
1,424,1276,1392,0.267,0.048,0.012,4.399,,5.803,
3,84,1276,1740,0.219,0.039,0.015,1.704,9.327,3.112,
7,4,1276,8700,0.287,0.1,0.075,0.119,3.68,1.152,
1,425,1279,1395,0.268,0.048,0.02,4.663,,5.895,
1,426,1282,1398,0.268,0.043,0.012,4.46,,6.664,
2,182,1282,1514,0.235,0.043,0.015,2.967,,4.759,
1,427,1285,1401,0.267,0.048,0.012,4.283,,5.923,
1,428,1288,1404,0.268,0.052,0.012,4.487,,5.943,
2,183,1289,1521,0.24,0.048,0.015,3.079,,4.831,
