list length,iteration count,term size,Rewrite_for,rewriting,rewriting (vm only),"rewrite_strat(topdown,bottomup)","rewrite_strat(bottomup,bottomup)",cps+vm_compute,setoid_rewrite
57,2,114,0.144,0.056,0.039,,,0.004,
114,1,114,0.179,0.063,0.052,,,0.,
1,115,115,0.156,0.048,0.031,,,0.,
5,23,115,0.143,0.04,0.031,,,0.,
23,5,115,0.147,0.043,0.036,,,0.,
115,1,115,0.175,0.06,0.051,,,0.019,
1,116,116,,0.055,0.035,,,0.,
2,58,116,0.148,0.048,0.035,,,0.,
4,29,116,0.143,0.04,0.028,,,0.,
29,4,116,0.148,0.039,0.031,,,0.,
58,2,116,0.155,0.059,0.044,,,0.,
116,1,116,,0.076,0.056,,,0.,
1,117,117,,0.048,0.035,,,0.,
3,39,117,0.14,0.039,0.031,,,0.,
9,13,117,0.143,0.039,0.031,,,0.,
13,9,117,0.14,0.039,0.028,,,0.,
39,3,117,0.148,0.043,0.031,,,0.,
117,1,117,,0.072,0.055,,,0.,
1,118,118,,0.052,0.04,,,0.,
2,59,118,0.144,0.043,0.032,,,0.,
59,2,118,0.155,0.052,0.039,,,0.,
118,1,118,,0.067,0.056,,,0.,
1,119,119,,0.059,0.035,,,0.,
7,17,119,0.144,0.039,0.023,,,0.,
17,7,119,0.143,0.039,0.024,,,0.,
119,1,119,,0.072,0.056,,,0.,
1,120,120,,0.048,0.035,,,0.,
2,60,120,0.14,0.048,0.032,,,0.,
3,40,120,0.14,0.036,0.028,,,0.,
4,30,120,0.136,0.031,0.024,,,0.,
5,24,120,0.136,0.036,0.024,,,0.,
6,20,120,0.143,0.04,0.024,,,0.,
8,15,120,0.144,0.04,0.032,,,0.,
10,12,120,0.143,0.043,0.027,,,0.003,
12,10,120,0.144,0.043,0.032,,,0.,
15,8,120,0.144,0.039,0.031,,,0.,
20,6,120,0.143,0.036,0.028,,,0.,
24,5,120,0.144,0.043,0.031,,,0.,
30,4,120,0.151,0.048,0.032,,,0.004,
40,3,120,0.148,0.04,0.024,,,0.,
60,2,120,0.155,0.055,0.043,,,0.,
120,1,120,,0.072,0.06,,,0.,
1,121,121,,0.051,0.039,,,0.,
11,11,121,0.14,0.036,0.028,,,0.,
121,1,121,,0.072,0.055,,,0.,
1,122,122,,0.051,0.036,,,0.,
2,61,122,0.144,0.04,0.032,,,0.,
61,2,122,0.155,0.064,0.043,,,0.,
122,1,122,,0.072,0.059,,,0.,
1,123,123,,0.056,0.039,,,0.,
3,41,123,0.144,0.04,0.028,,,0.,
41,3,123,0.147,0.043,0.036,,,0.,
123,1,123,,0.072,0.059,,,0.004,
1,124,124,,0.052,0.039,,,0.,
2,62,124,0.14,0.052,0.036,,,0.,
4,31,124,0.14,0.039,0.027,,,0.,
31,4,124,0.147,0.04,0.031,,,0.,
62,2,124,0.155,0.06,0.043,,,0.003,
124,1,124,,0.079,0.063,,,0.,
1,125,125,,0.048,0.036,,,0.,
5,25,125,0.14,0.036,0.024,,,0.003,
25,5,125,0.144,0.039,0.028,,,0.,
125,1,125,,0.072,0.056,,,0.,
1,126,126,,0.056,0.043,,,0.,
2,63,126,0.14,0.052,0.043,,,0.,
3,42,126,0.14,0.039,0.024,,,0.,
6,21,126,0.14,0.036,0.027,,,0.,
7,18,126,0.14,0.036,0.028,,,0.004,
9,14,126,0.14,0.036,0.028,,,0.,
14,9,126,0.143,0.035,0.027,,,0.,
18,7,126,0.136,0.039,0.027,,,0.,
21,6,126,0.147,0.036,0.027,,,0.,
42,3,126,0.152,0.044,0.036,,,0.,
63,2,126,0.155,0.067,0.056,,,0.,
126,1,126,,0.083,0.063,,,0.,
1,127,127,,0.055,0.043,,,0.,
127,1,127,,0.076,0.063,,,0.,
1,128,128,,0.055,0.043,,,0.,
2,64,128,0.152,0.052,0.04,,,0.004,
4,32,128,0.147,0.043,0.031,,,0.,
8,16,128,0.148,0.04,0.032,,,0.003,
16,8,128,0.147,0.044,0.036,,,0.,
32,4,128,0.152,0.048,0.036,,,0.,
64,2,128,0.159,0.06,0.052,,,0.,
128,1,128,,0.123,0.091,,,0.,
1,129,129,,0.048,0.036,,,0.,
3,43,129,0.14,0.04,0.028,,,0.,
43,3,129,0.152,0.048,0.036,,,0.,
129,1,129,,0.072,0.059,,,0.,
1,130,130,,0.048,0.039,,,0.,
2,65,130,0.152,0.043,0.036,,,0.,
5,26,130,0.14,0.043,0.028,,,0.,
10,13,130,0.144,0.043,0.031,,,0.,
13,10,130,0.144,0.039,0.027,,,0.004,
26,5,130,0.148,0.04,0.032,,,0.,
65,2,130,0.164,0.06,0.043,,,0.,
130,1,130,,0.072,0.059,,,0.004,
1,131,131,,0.052,0.04,,,0.,
131,1,131,,0.072,0.059,,,0.,
1,132,132,,0.048,0.039,,,0.,
2,66,132,0.147,0.043,0.036,,,0.,
3,44,132,0.144,0.04,0.027,,,0.,
4,33,132,0.144,0.036,0.028,,,0.,
6,22,132,0.14,0.036,0.027,,,0.,
11,12,132,0.14,0.04,0.028,,,0.,
12,11,132,0.144,0.04,0.028,,,0.,
22,6,132,0.147,0.039,0.031,,,0.003,
33,4,132,0.152,0.043,0.036,,,0.,
44,3,132,0.152,0.043,0.036,,,0.,
66,2,132,0.164,0.059,0.043,,,0.,
132,1,132,,0.067,0.055,,,0.,
1,133,133,,0.059,0.043,,,0.,
7,19,133,0.144,0.043,0.027,,,0.,
19,7,133,0.144,0.04,0.028,,,0.,
133,1,133,,0.079,0.06,,,0.004,
1,134,134,,0.052,0.043,,,0.,
2,67,134,0.147,0.048,0.036,,,0.,
67,2,134,0.159,0.06,0.052,,,0.,
134,1,134,,0.083,0.067,,,0.003,
1,135,135,,0.051,0.036,,,0.,
3,45,135,0.148,0.043,0.036,,,0.,
5,27,135,0.143,0.043,0.031,,,0.,
9,15,135,0.147,0.04,0.032,,,0.,
15,9,135,0.148,0.043,0.031,,,0.,
27,5,135,0.147,0.048,0.036,,,0.,
45,3,135,0.159,0.052,0.04,,,0.,
135,1,135,,0.076,0.063,,,0.,
1,136,136,,0.051,0.043,,,0.,
2,68,136,0.147,0.052,0.039,,,0.,
4,34,136,0.14,0.039,0.027,,,0.003,
8,17,136,0.144,0.039,0.027,,,0.,
17,8,136,0.144,0.043,0.032,,,0.,
34,4,136,0.152,0.044,0.036,,,0.,
68,2,136,0.164,0.055,0.051,,,0.,
136,1,136,,0.063,0.051,,,0.,
1,137,137,,0.051,0.039,,,0.,
137,1,137,,0.075,0.06,,,0.,
1,138,138,,0.052,0.04,,,0.,
2,69,138,0.147,0.048,0.035,,,0.,
3,46,138,0.148,0.039,0.031,,,0.,
6,23,138,0.144,0.04,0.028,,,0.,
23,6,138,0.147,0.039,0.031,,,0.,
46,3,138,0.156,0.052,0.036,,,0.003,
69,2,138,0.163,0.059,0.048,,,0.,
138,1,138,,0.076,0.063,,,0.,
1,139,139,,0.051,0.036,,,0.,
139,1,139,,0.067,0.055,,,0.004,
1,140,140,,0.055,0.039,,,0.,
2,70,140,0.16,0.052,0.039,,,0.,
4,35,140,0.216,0.048,0.036,,,0.,
5,28,140,0.152,0.04,0.028,,,0.,
7,20,140,0.155,0.044,0.028,,,0.004,
10,14,140,0.152,0.04,0.032,,,0.,
14,10,140,0.156,0.047,0.031,,,0.,
20,7,140,0.155,0.048,0.031,,,0.,
28,5,140,0.156,0.043,0.036,,,0.,
35,4,140,0.155,0.048,0.036,,,0.,
70,2,140,0.172,0.067,0.056,,,0.,
140,1,140,,0.076,0.063,,,0.,
1,141,141,,0.056,0.044,,,0.,
3,47,141,0.159,0.043,0.027,,,0.,
47,3,141,0.159,0.048,0.036,,,0.003,
141,1,141,,0.076,0.063,,,0.,
1,142,142,,0.055,0.043,,,0.,
2,71,142,0.159,0.052,0.04,,,0.004,
71,2,142,0.172,0.059,0.048,,,0.,
142,1,142,,0.079,0.067,,,0.,
1,143,143,,0.052,0.04,,,0.004,
11,13,143,0.152,0.039,0.027,,,0.,
13,11,143,0.147,0.039,0.031,,,0.,
143,1,143,,0.124,0.111,,,0.,
1,144,144,,0.064,0.048,,,0.,
2,72,144,0.152,0.052,0.043,,,0.,
3,48,144,0.147,0.044,0.036,,,0.,
4,36,144,0.147,0.048,0.031,,,0.,
6,24,144,0.147,0.043,0.036,,,0.,
8,18,144,0.147,0.043,0.036,,,0.003,
9,16,144,0.148,0.043,0.031,,,0.,
12,12,144,0.148,0.044,0.032,,,0.,
16,9,144,0.143,0.043,0.027,,,0.,
18,8,144,0.156,0.043,0.031,,,0.,
24,6,144,0.152,0.043,0.035,,,0.,
36,4,144,0.152,0.048,0.036,,,0.,
48,3,144,0.159,0.048,0.039,,,0.003,
72,2,144,0.18,0.067,0.056,,,0.,
144,1,144,,0.076,0.063,,,0.,
1,145,145,,0.067,0.048,,,0.,
5,29,145,0.152,0.047,0.036,,,0.,
29,5,145,0.155,0.052,0.039,,,0.,
145,1,145,,0.083,0.067,,,0.,
1,146,146,,0.059,0.048,,,0.004,
2,73,146,0.152,0.056,0.044,,,0.,
73,2,146,0.167,0.067,0.056,,,0.,
146,1,146,,0.076,0.059,,,0.003,
1,147,147,,0.06,0.048,,,0.,
3,49,147,0.148,0.04,0.027,,,0.004,
7,21,147,0.147,0.044,0.032,,,0.,
21,7,147,0.152,0.044,0.036,,,0.,
49,3,147,0.164,0.048,0.04,,,0.,
147,1,147,,0.091,0.071,,,0.,
1,148,148,,0.059,0.048,,,0.,
2,74,148,0.159,0.056,0.043,,,0.,
4,37,148,0.152,0.04,0.031,,,0.,
37,4,148,0.152,0.043,0.036,,,0.,
74,2,148,0.164,0.067,0.056,,,0.004,
148,1,148,,0.091,0.076,,,0.,
1,149,149,,0.059,0.048,,,0.,
149,1,149,,0.083,0.076,,,0.,
1,150,150,,0.055,0.043,,,0.,
2,75,150,0.147,0.056,0.044,,,0.004,
3,50,150,0.144,0.039,0.031,,,0.,
5,30,150,0.144,0.04,0.031,,,0.,
6,25,150,0.147,0.044,0.031,,,0.,
10,15,150,0.147,0.043,0.031,,,0.,
15,10,150,0.152,0.043,0.031,,,0.003,
25,6,150,0.152,0.048,0.036,,,0.,
30,5,150,0.152,0.044,0.032,,,0.,
50,3,150,0.164,0.052,0.044,,,0.004,
75,2,150,0.163,0.067,0.055,,,0.,
150,1,150,,0.091,0.072,,,0.,
2,76,152,0.152,0.06,0.043,,,0.,
4,38,152,0.14,0.036,0.031,,,0.,
8,19,152,0.148,0.04,0.028,,,0.,
19,8,152,0.147,0.044,0.036,,,0.003,
38,4,152,0.152,0.043,0.035,,,0.,
76,2,152,0.168,0.072,0.056,,,0.,
3,51,153,0.156,0.055,0.043,,,0.,
9,17,153,0.147,0.043,0.031,,,0.,
17,9,153,0.147,0.048,0.031,,,0.004,
51,3,153,0.159,0.063,0.051,,,0.,
2,77,154,0.148,0.056,0.044,,,0.,
7,22,154,0.144,0.04,0.031,,,0.,
11,14,154,0.147,0.043,0.036,,,0.,
14,11,154,0.147,0.043,0.031,,,0.003,
22,7,154,0.147,0.043,0.036,,,0.,
77,2,154,0.18,0.067,0.055,,,0.,
5,31,155,0.147,0.043,0.036,,,0.,
31,5,155,0.152,0.048,0.04,,,0.004,
2,78,156,0.151,0.052,0.043,,,0.,
3,52,156,0.144,0.052,0.039,,,0.,
4,39,156,0.148,0.039,0.031,,,0.,
6,26,156,0.147,0.044,0.036,,,0.,
12,13,156,0.147,0.039,0.032,,,0.003,
13,12,156,0.147,0.044,0.032,,,0.,
26,6,156,0.151,0.051,0.035,,,0.,
39,4,156,0.156,0.052,0.036,,,0.004,
52,3,156,0.159,0.059,0.052,,,0.,
78,2,156,0.167,0.072,0.056,,,0.,
2,79,158,0.152,0.06,0.048,,,0.,
79,2,158,0.164,0.072,0.055,,,0.,
3,53,159,0.159,0.06,0.043,,,0.,
53,3,159,0.163,0.067,0.052,,,0.,
2,80,160,0.152,0.06,0.048,,,0.,
4,40,160,0.147,0.048,0.032,,,0.,
5,32,160,0.144,0.043,0.032,,,0.,
8,20,160,0.144,0.043,0.027,,,0.003,
10,16,160,0.147,0.039,0.032,,,0.,
16,10,160,0.147,0.044,0.031,,,0.,
20,8,160,0.152,0.044,0.036,,,0.004,
32,5,160,0.156,0.048,0.04,,,0.,
40,4,160,0.159,0.048,0.036,,,0.,
80,2,160,0.171,0.072,0.059,,,0.,
7,23,161,0.144,0.044,0.032,,,0.003,
23,7,161,0.152,0.048,0.032,,,0.,
2,81,162,0.155,0.059,0.048,,,0.004,
3,54,162,0.147,0.06,0.043,,,0.,
6,27,162,0.152,0.044,0.036,,,0.,
9,18,162,0.151,0.043,0.031,,,0.004,
18,9,162,0.152,0.044,0.036,,,0.,
27,6,162,0.156,0.048,0.036,,,0.,
54,3,162,0.163,0.059,0.048,,,0.,
81,2,162,0.171,0.072,0.059,,,0.003,
2,82,164,0.152,0.063,0.051,,,0.,
4,41,164,0.155,0.047,0.035,,,0.003,
41,4,164,0.164,0.056,0.044,,,0.,
82,2,164,0.171,0.084,0.064,,,0.,
3,55,165,0.152,0.06,0.043,,,0.,
5,33,165,0.156,0.043,0.031,,,0.,
11,15,165,0.147,0.048,0.036,,,0.,
15,11,165,0.152,0.044,0.036,,,0.,
33,5,165,0.155,0.051,0.039,,,0.,
55,3,165,0.168,0.067,0.056,,,0.,
2,83,166,0.156,0.063,0.048,,,0.,
83,2,166,0.175,0.075,0.063,,,0.,
2,84,168,0.159,0.06,0.052,,,0.,
3,56,168,0.151,0.056,0.039,,,0.,
4,42,168,0.152,0.044,0.036,,,0.,
6,28,168,0.147,0.043,0.032,,,0.,
7,24,168,0.152,0.043,0.031,,,0.004,
8,21,168,0.147,0.044,0.032,,,0.,
12,14,168,0.151,0.043,0.036,,,0.,
14,12,168,0.156,0.048,0.036,,,0.003,
21,8,168,0.156,0.051,0.039,,,0.,
24,7,168,0.152,0.048,0.04,,,0.,
28,6,168,0.151,0.048,0.039,,,0.004,
42,4,168,0.159,0.052,0.039,,,0.,
56,3,168,0.16,0.067,0.052,,,0.,
84,2,168,0.175,0.079,0.063,,,0.,
13,13,169,0.159,0.051,0.039,,,0.,
2,85,170,0.159,0.063,0.048,,,0.004,
5,34,170,0.156,0.048,0.039,,,0.003,
10,17,170,0.152,0.048,0.036,,,0.,
17,10,170,0.159,0.052,0.044,,,0.,
34,5,170,0.159,0.051,0.044,,,0.,
85,2,170,0.187,0.075,0.067,,,0.,
3,57,171,0.164,0.06,0.052,,,0.,
9,19,171,0.155,0.051,0.036,,,0.,
19,9,171,0.16,0.056,0.039,,,0.,
57,3,171,0.167,0.068,0.06,,,0.,
2,86,172,0.164,0.063,0.051,,,0.,
4,43,172,0.164,0.056,0.048,,,0.,
43,4,172,0.171,0.06,0.048,,,0.003,
86,2,172,0.179,0.064,0.052,,,0.003,
2,87,174,0.159,0.06,0.052,,,0.,
3,58,174,0.159,0.06,0.048,,,0.,
6,29,174,0.156,0.048,0.039,,,0.,
29,6,174,0.168,0.06,0.039,,,0.,
58,3,174,0.179,0.076,0.063,,,0.004,
87,2,174,0.188,0.079,0.067,,,0.,
5,35,175,0.156,0.051,0.036,,,0.004,
7,25,175,0.159,0.048,0.04,,,0.,
25,7,175,0.167,0.059,0.048,,,0.,
35,5,175,0.176,0.063,0.048,,,0.003,
2,88,176,0.163,0.063,0.055,,,0.,
4,44,176,0.159,0.051,0.039,,,0.,
8,22,176,0.16,0.052,0.04,,,0.,
11,16,176,0.159,0.052,0.044,,,0.,
16,11,176,0.156,0.047,0.043,,,0.,
22,8,176,0.159,0.052,0.04,,,0.,
44,4,176,0.163,0.055,0.043,,,0.,
88,2,176,0.192,0.08,0.064,,,0.,
3,59,177,0.176,0.064,0.048,,,0.,
59,3,177,0.179,0.064,0.056,,,0.004,
2,89,178,0.171,0.064,0.052,,,0.,
89,2,178,0.183,0.083,0.072,,,0.,
2,90,180,0.18,0.068,0.056,,,0.,
3,60,180,0.164,0.064,0.052,,,0.,
4,45,180,0.159,0.051,0.044,,,0.,
5,36,180,0.156,0.051,0.04,,,0.,
6,30,180,0.156,0.048,0.04,,,0.,
9,20,180,0.159,0.051,0.036,,,0.,
10,18,180,0.159,0.051,0.039,,,0.,
12,15,180,0.168,0.052,0.04,,,0.,
15,12,180,0.16,0.056,0.043,,,0.,
18,10,180,0.163,0.056,0.044,,,0.,
20,9,180,0.156,0.052,0.04,,,0.,
30,6,180,0.164,0.056,0.043,,,0.,
36,5,180,0.167,0.051,0.044,,,0.,
45,4,180,0.183,0.06,0.043,,,0.,
60,3,180,0.176,0.076,0.059,,,0.003,
90,2,180,0.183,0.091,0.08,,,0.,
2,91,182,0.172,0.06,0.048,,,0.,
7,26,182,0.163,0.051,0.04,,,0.,
13,14,182,0.168,0.056,0.048,,,0.,
14,13,182,0.175,0.051,0.04,,,0.,
26,7,182,0.167,0.06,0.048,,,0.,
91,2,182,0.192,0.08,0.06,,,0.,
3,61,183,0.164,0.067,0.052,,,0.,
61,3,183,0.18,0.076,0.06,,,0.004,
2,92,184,0.172,0.06,0.048,,,0.,
4,46,184,0.167,0.051,0.043,,,0.,
8,23,184,0.168,0.055,0.044,,,0.003,
23,8,184,0.18,0.063,0.055,,,0.,
46,4,184,0.176,0.067,0.055,,,0.,
92,2,184,0.187,0.072,0.06,,,0.,
5,37,185,0.159,0.052,0.04,,,0.004,
37,5,185,0.163,0.051,0.043,,,0.,
2,93,186,0.176,0.064,0.052,,,0.,
3,62,186,0.168,0.067,0.052,,,0.,
6,31,186,0.171,0.056,0.04,,,0.,
31,6,186,0.168,0.063,0.048,,,0.003,
62,3,186,0.176,0.076,0.06,,,0.,
93,2,186,0.204,0.075,0.063,,,0.004,
11,17,187,0.159,0.056,0.044,,,0.,
17,11,187,0.159,0.051,0.044,,,0.,
2,94,188,0.175,0.06,0.052,,,0.,
4,47,188,0.171,0.06,0.051,,,0.,
47,4,188,0.187,0.068,0.06,,,0.,
94,2,188,0.187,0.072,0.056,,,0.,
3,63,189,0.164,0.067,0.052,,,0.003,
7,27,189,0.168,0.051,0.039,,,0.,
9,21,189,0.163,0.051,0.039,,,0.,
21,9,189,0.168,0.06,0.043,,,0.,
27,7,189,0.171,0.06,0.044,,,0.004,
63,3,189,0.18,0.076,0.064,,,0.,
2,95,190,0.183,0.067,0.048,,,0.,
5,38,190,0.159,0.051,0.039,,,0.,
10,19,190,0.156,0.051,0.039,,,0.,
19,10,190,0.159,0.052,0.044,,,0.,
38,5,190,0.183,0.063,0.048,,,0.,
95,2,190,0.196,0.076,0.064,,,0.,
2,96,192,0.18,0.067,0.051,,,0.,
3,64,192,0.168,0.072,0.056,,,0.004,
4,48,192,0.163,0.06,0.044,,,0.004,
6,32,192,0.163,0.048,0.039,,,0.,
8,24,192,0.16,0.052,0.04,,,0.,
12,16,192,0.167,0.055,0.048,,,0.003,
16,12,192,0.167,0.055,0.043,,,0.,
24,8,192,0.172,0.06,0.051,,,0.,
32,6,192,0.167,0.056,0.048,,,0.,
48,4,192,0.168,0.06,0.044,,,0.,
64,3,192,0.183,0.084,0.067,,,0.,
96,2,192,0.199,0.076,0.067,,,0.,
2,97,194,0.172,0.06,0.048,,,0.,
97,2,194,0.211,0.079,0.072,,,0.,
3,65,195,0.171,0.067,0.056,,,0.004,
5,39,195,0.163,0.056,0.048,,,0.,
13,15,195,0.171,0.056,0.048,,,0.,
15,13,195,0.164,0.051,0.039,,,0.,
39,5,195,0.175,0.064,0.056,,,0.,
65,3,195,0.192,0.087,0.067,,,0.,
2,98,196,0.187,0.067,0.055,,,0.,
4,49,196,0.163,0.06,0.044,,,0.,
7,28,196,0.164,0.056,0.048,,,0.,
14,14,196,0.159,0.055,0.043,,,0.003,
28,7,196,0.18,0.068,0.056,,,0.,
49,4,196,0.187,0.072,0.056,,,0.,
98,2,196,0.192,0.075,0.063,,,0.,
2,99,198,0.183,0.067,0.052,,,0.,
3,66,198,0.164,0.067,0.056,,,0.003,
6,33,198,0.164,0.056,0.043,,,0.004,
9,22,198,0.163,0.056,0.044,,,0.,
11,18,198,0.175,0.06,0.048,,,0.,
18,11,198,0.168,0.06,0.048,,,0.003,
22,9,198,0.171,0.063,0.051,,,0.,
33,6,198,0.171,0.068,0.056,,,0.,
66,3,198,0.187,0.076,0.067,,,0.,
99,2,198,0.212,0.084,0.072,,,0.,
2,100,200,0.18,0.068,0.052,,,0.,
4,50,200,0.176,0.064,0.048,,,0.,
5,40,200,0.167,0.06,0.048,,,0.,
8,25,200,0.164,0.051,0.043,,,0.,
10,20,200,0.159,0.051,0.044,,,0.,
20,10,200,0.168,0.06,0.051,,,0.,
25,8,200,0.18,0.067,0.051,,,0.,
40,5,200,0.176,0.067,0.055,,,0.,
50,4,200,0.179,0.072,0.06,,,0.,
100,2,200,0.199,0.079,0.067,,,0.,
3,67,201,0.167,0.067,0.056,,,0.004,
67,3,201,0.195,0.087,0.072,,,0.,
2,101,202,0.188,0.068,0.055,,,0.004,
101,2,202,0.207,0.084,0.076,,,0.,
7,29,203,0.163,0.06,0.044,,,0.,
29,7,203,0.171,0.06,0.048,,,0.,
2,102,204,0.184,0.072,0.055,,,0.,
3,68,204,0.168,0.067,0.055,,,0.,
4,51,204,0.175,0.072,0.06,,,0.,
6,34,204,0.176,0.06,0.051,,,0.,
12,17,204,0.167,0.063,0.048,,,0.004,
17,12,204,0.172,0.063,0.051,,,0.,
34,6,204,0.179,0.068,0.052,,,0.,
51,4,204,0.18,0.084,0.067,,,0.004,
68,3,204,0.183,0.079,0.067,,,0.,
102,2,204,0.207,0.084,0.067,,,0.,
5,41,205,0.176,0.06,0.052,,,0.003,
41,5,205,0.18,0.072,0.056,,,0.,
2,103,206,0.192,0.067,0.055,,,0.,
103,2,206,0.208,0.08,0.072,,,0.,
3,69,207,0.171,0.072,0.06,,,0.,
9,23,207,0.168,0.055,0.048,,,0.,
23,9,207,0.183,0.072,0.051,,,0.,
69,3,207,0.187,0.08,0.072,,,0.,
2,104,208,0.187,0.072,0.055,,,0.004,
4,52,208,0.168,0.063,0.055,,,0.,
8,26,208,0.164,0.056,0.048,,,0.,
13,16,208,0.171,0.063,0.056,,,0.003,
16,13,208,0.175,0.06,0.051,,,0.,
26,8,208,0.172,0.06,0.051,,,0.,
52,4,208,0.175,0.08,0.063,,,0.004,
104,2,208,0.199,0.079,0.064,,,0.,
11,19,209,0.175,0.063,0.051,,,0.004,
19,11,209,0.18,0.063,0.056,,,0.,
2,105,210,0.183,0.072,0.06,,,0.,
3,70,210,0.176,0.075,0.059,,,0.,
5,42,210,0.171,0.06,0.048,,,0.,
6,35,210,0.167,0.06,0.048,,,0.,
7,30,210,0.176,0.064,0.048,,,0.,
10,21,210,0.175,0.063,0.052,,,0.004,
14,15,210,0.171,0.067,0.051,,,0.,
15,14,210,0.168,0.06,0.051,,,0.,
21,10,210,0.176,0.063,0.051,,,0.,
30,7,210,0.183,0.067,0.055,,,0.004,
35,6,210,0.18,0.067,0.06,,,0.,
42,5,210,0.175,0.064,0.052,,,0.,
70,3,210,0.192,0.08,0.063,,,0.,
105,2,210,0.211,0.088,0.072,,,0.004,
2,106,212,0.175,0.06,0.048,,,0.,
4,53,212,0.179,0.072,0.059,,,0.003,
53,4,212,0.192,0.076,0.064,,,0.,
106,2,212,0.211,0.091,0.075,,,0.,
3,71,213,0.171,0.076,0.064,,,0.,
71,3,213,0.2,0.084,0.072,,,0.004,
2,107,214,0.192,0.072,0.06,,,0.,
107,2,214,0.204,0.079,0.067,,,0.004,
5,43,215,0.175,0.063,0.056,,,0.,
43,5,215,0.176,0.063,0.051,,,0.,
2,108,216,0.196,0.072,0.06,,,0.,
3,72,216,0.179,0.076,0.059,,,0.,
4,54,216,0.171,0.076,0.059,,,0.,
6,36,216,0.176,0.064,0.052,,,0.,
8,27,216,0.183,0.072,0.056,,,0.,
9,24,216,0.176,0.067,0.055,,,0.,
12,18,216,0.175,0.064,0.052,,,0.004,
18,12,216,0.18,0.068,0.06,,,0.,
24,9,216,0.18,0.063,0.056,,,0.,
27,8,216,0.179,0.06,0.048,,,0.003,
36,6,216,0.195,0.068,0.06,,,0.,
54,4,216,0.196,0.091,0.076,,,0.,
72,3,216,0.183,0.079,0.067,,,0.004,
108,2,216,0.219,0.092,0.076,,,0.,
7,31,217,0.175,0.063,0.048,,,0.,
31,7,217,0.183,0.072,0.064,,,0.,
2,109,218,0.183,0.071,0.055,,,0.003,
109,2,218,0.208,0.084,0.072,,,0.,
3,73,219,0.18,0.072,0.064,,,0.004,
73,3,219,0.195,0.092,0.072,,,0.,
2,110,220,0.18,0.068,0.052,,,0.,
4,55,220,0.195,0.072,0.064,,,0.,
5,44,220,0.18,0.068,0.055,,,0.,
10,22,220,0.168,0.064,0.052,,,0.003,
11,20,220,0.175,0.06,0.048,,,0.,
20,11,220,0.195,0.072,0.055,,,0.,
22,10,220,0.184,0.072,0.06,,,0.,
44,5,220,0.183,0.072,0.06,,,0.,
55,4,220,0.195,0.072,0.063,,,0.,
110,2,220,0.207,0.088,0.076,,,0.004,
13,17,221,0.187,0.067,0.06,,,0.003,
17,13,221,0.171,0.064,0.052,,,0.,
2,111,222,0.196,0.072,0.06,,,0.,
3,74,222,0.168,0.075,0.063,,,0.004,
6,37,222,0.188,0.067,0.055,,,0.,
37,6,222,0.199,0.075,0.063,,,0.004,
74,3,222,0.195,0.076,0.063,,,0.,
111,2,222,0.223,0.095,0.084,,,0.004,
2,112,224,0.192,0.076,0.064,,,0.,
4,56,224,0.18,0.076,0.064,,,0.,
7,32,224,0.192,0.072,0.056,,,0.,
8,28,224,0.175,0.068,0.051,,,0.,
14,16,224,0.171,0.063,0.051,,,0.,
16,14,224,0.176,0.063,0.051,,,0.,
28,8,224,0.191,0.075,0.06,,,0.004,
32,7,224,0.183,0.072,0.06,,,0.,
56,4,224,0.184,0.075,0.06,,,0.,
112,2,224,0.199,0.084,0.068,,,0.,
3,75,225,0.191,0.076,0.063,,,0.,
5,45,225,0.18,0.068,0.056,,,0.,
9,25,225,0.183,0.072,0.056,,,0.003,
15,15,225,0.18,0.068,0.056,,,0.,
25,9,225,0.183,0.072,0.055,,,0.,
45,5,225,0.188,0.071,0.055,,,0.,
75,3,225,0.211,0.087,0.079,,,0.,
2,113,226,0.199,0.075,0.06,,,0.,
113,2,226,0.219,0.092,0.076,,,0.,
2,114,228,0.187,0.067,0.055,,,0.004,
3,76,228,0.18,0.076,0.064,,,0.,
4,57,228,0.175,0.072,0.056,,,0.004,
6,38,228,0.183,0.072,0.056,,,0.,
12,19,228,0.18,0.072,0.056,,,0.003,
19,12,228,0.176,0.072,0.06,,,0.,
38,6,228,0.18,0.067,0.06,,,0.,
57,4,228,0.195,0.084,0.067,,,0.,
76,3,228,0.188,0.096,0.076,,,0.,
114,2,228,0.228,0.091,0.08,,,0.,
2,115,230,0.18,0.067,0.055,,,0.,
5,46,230,0.175,0.063,0.056,,,0.,
10,23,230,0.188,0.072,0.056,,,0.,
23,10,230,0.183,0.063,0.051,,,0.003,
46,5,230,0.183,0.068,0.056,,,0.,
115,2,230,0.228,0.1,0.084,,,0.,
3,77,231,0.192,0.079,0.068,,,0.,
7,33,231,0.175,0.068,0.056,,,0.,
11,21,231,0.171,0.063,0.055,,,0.004,
21,11,231,0.175,0.063,0.051,,,0.,
33,7,231,0.195,0.076,0.064,,,0.,
77,3,231,0.204,0.084,0.072,,,0.,
2,116,232,,0.08,0.067,,,0.,
4,58,232,0.18,0.083,0.063,,,0.004,
8,29,232,0.187,0.072,0.06,,,0.,
29,8,232,0.188,0.075,0.063,,,0.,
58,4,232,0.203,0.083,0.076,,,0.,
116,2,232,,0.087,0.076,,,0.004,
2,117,234,,0.084,0.067,,,0.,
3,78,234,0.176,0.072,0.06,,,0.,
6,39,234,0.18,0.067,0.056,,,0.004,
