n,Rewrite_for,rewriting,rewriting (vm only),cbv,lazy,vm_compute,native(1)(real),native(2)(real),cbn,simpl
1519,1.584,1.199,1.151,0.671,1.611,0.044,0.189,0.179,,
1521,1.563,1.187,1.14,0.679,1.692,0.032,0.138,0.179,,
1523,1.539,1.164,1.116,0.675,1.644,0.035,0.165,0.18,,
1525,1.548,1.172,1.128,0.68,1.696,0.035,0.156,0.148,,
1527,1.543,1.168,1.124,0.688,1.728,0.036,0.13,0.14,,
1529,1.535,1.163,1.12,0.688,1.608,0.036,0.131,0.128,,
1531,1.56,1.183,1.135,0.687,1.732,0.036,0.176,0.153,,
1533,1.544,1.172,1.124,0.707,1.696,0.036,0.164,0.197,,
1535,1.536,1.163,1.119,0.711,1.696,0.043,0.191,0.21,,
1537,1.575,1.2,1.152,0.692,1.772,0.035,0.197,0.184,,
1539,1.584,1.203,1.168,0.688,1.648,0.035,0.161,0.131,,
1541,1.627,1.24,1.192,0.692,1.744,0.04,0.137,0.132,,
1543,1.56,1.187,1.139,0.692,1.775,0.044,0.131,0.173,,
1545,1.552,1.176,1.135,0.695,1.612,0.035,0.167,0.14,,
1547,1.552,1.172,1.132,0.7,1.771,0.036,0.138,0.134,,
1549,1.555,1.187,1.144,0.704,1.72,0.035,0.131,0.132,,
1551,1.567,1.192,1.139,0.704,1.712,0.035,0.126,0.16,,
1553,1.576,1.204,1.152,0.716,1.787,0.035,0.16,0.13,,
1555,1.572,1.196,1.156,0.719,1.688,0.035,0.164,0.165,,
1557,1.555,1.187,1.144,0.711,1.78,0.04,0.152,0.171,,
1559,1.576,1.204,1.152,0.712,1.816,0.04,0.204,0.199,,
1561,1.624,1.239,1.203,0.719,1.724,0.035,0.2,0.172,,
1563,1.6,1.224,1.176,0.719,1.788,0.04,0.144,0.187,,
1565,1.635,1.252,1.203,0.723,1.8,0.036,0.16,0.129,,
1567,1.604,1.231,1.184,0.743,1.672,0.04,0.159,0.139,,
1569,1.587,1.216,1.163,0.719,1.824,0.035,0.13,0.13,,
1571,1.583,1.211,1.168,0.731,1.795,0.035,0.165,0.16,,
1573,1.591,1.22,1.179,0.739,1.731,0.039,0.204,0.146,,
1575,1.596,1.216,1.176,0.743,1.839,0.043,0.197,0.147,,
1577,1.6,1.231,1.184,0.735,1.807,0.04,0.203,0.159,,
1579,1.596,1.22,1.171,0.743,1.767,0.035,0.17,0.164,,
1581,1.591,1.219,1.171,0.723,1.831,0.04,0.167,0.164,,
1583,1.6,1.228,1.176,0.731,1.824,0.04,0.195,0.13,,
1585,1.648,1.272,1.224,0.74,1.78,0.035,0.175,0.155,,
1587,1.648,1.275,1.235,0.739,1.843,0.04,0.135,0.174,,
1589,1.644,1.268,1.22,0.751,1.855,0.04,0.156,0.165,,
1591,1.62,1.244,1.2,0.743,1.776,0.044,0.171,0.166,,
1593,1.604,1.231,1.176,0.756,1.839,0.04,0.152,0.135,,
1595,1.603,1.235,1.192,0.751,1.847,0.04,0.128,0.129,,
1597,1.639,1.255,1.207,0.756,1.824,0.035,0.131,0.13,,
1599,1.628,1.247,1.207,0.743,1.863,0.044,0.135,0.129,,
1601,1.627,1.256,1.207,0.743,1.884,0.04,0.129,0.193,,
1603,1.6,1.231,1.187,0.752,1.803,0.04,0.14,0.186,,
1605,1.631,1.259,1.211,0.752,1.927,0.039,0.187,0.186,,
1607,1.696,1.323,1.275,0.752,1.92,0.035,0.158,0.184,,
1609,1.775,1.403,1.364,0.756,1.792,0.04,0.168,0.185,,
1611,1.692,1.303,1.259,0.756,1.896,0.039,0.195,0.183,,
1613,1.647,1.276,1.231,0.764,1.932,0.039,0.178,0.159,,
1615,1.652,1.275,1.227,0.776,1.807,0.044,0.14,0.174,,
1617,1.631,1.264,1.216,0.768,1.951,0.04,0.17,0.139,,
1619,1.687,1.3,1.259,0.76,1.903,0.04,0.136,0.131,,
1621,1.639,1.268,1.228,0.759,1.92,0.039,0.185,0.156,,
1623,1.679,1.299,1.247,0.767,1.864,0.048,0.154,0.138,,
1625,1.676,1.303,1.256,0.771,1.924,0.039,0.206,0.147,,
1627,1.659,1.287,1.24,0.768,1.98,0.04,0.196,0.172,,
1629,1.723,1.347,1.299,0.771,1.839,0.04,0.188,0.17,,
1631,1.7,1.327,1.279,0.768,1.967,0.039,0.135,0.16,,
1633,1.699,1.32,1.276,0.792,1.956,0.039,0.19,0.171,,
1635,1.711,1.324,1.279,0.792,1.912,0.04,0.227,0.159,,
1637,1.692,1.307,1.255,0.775,1.92,0.044,0.135,0.223,,
1639,1.659,1.296,1.256,0.78,1.991,0.039,0.177,0.202,,
1641,1.711,1.331,1.288,0.78,2.012,0.039,0.199,0.15,,
1643,1.687,1.319,1.272,0.788,1.924,0.044,0.2,0.197,,
1645,1.675,1.303,1.255,0.792,1.94,0.048,0.14,0.135,,
1647,1.672,1.303,1.256,0.783,2.019,0.04,0.189,0.182,,
1649,1.675,1.312,1.264,0.788,1.983,0.04,0.164,0.205,,
1651,1.696,1.324,1.28,0.807,1.927,0.039,0.15,0.18,,
1653,1.759,1.379,1.32,0.808,2.,0.039,0.196,0.163,,
1655,1.768,1.392,1.343,0.8,1.991,0.044,0.185,0.137,,
1657,1.74,1.364,1.316,0.8,2.024,0.04,0.19,0.15,,
1659,1.716,1.331,1.283,0.795,1.927,0.044,0.143,0.183,,
1661,1.711,1.34,1.283,0.799,2.004,0.039,0.139,0.182,,
1663,1.711,1.332,1.284,0.808,2.051,0.044,0.204,0.215,,
1665,1.695,1.323,1.275,0.804,1.956,0.039,0.166,0.188,,
1667,1.728,1.355,1.307,0.804,2.012,0.048,0.166,0.175,,
1669,1.707,1.336,1.287,0.807,2.015,0.039,0.158,0.196,,
1671,1.731,1.36,1.316,0.824,2.075,0.044,0.189,0.198,,
1673,1.711,1.347,1.3,0.819,2.024,0.044,0.163,0.174,,
1675,1.771,1.392,1.347,0.819,1.987,0.04,0.214,0.16,,
1677,1.796,1.415,1.375,0.816,2.056,0.044,0.134,0.133,,
1679,1.764,1.375,1.323,0.82,2.028,0.044,0.135,0.223,,
1681,1.72,1.344,1.3,0.819,2.,0.048,0.163,0.132,,
1683,1.744,1.371,1.323,0.819,2.039,0.044,0.173,0.19,,
1685,1.72,1.344,1.3,0.828,2.072,0.044,0.168,0.137,,
1687,1.731,1.355,1.307,0.832,2.12,0.044,0.136,0.185,,
1689,1.748,1.371,1.323,0.855,2.048,0.048,0.199,0.167,,
1691,1.732,1.36,1.311,0.848,2.039,0.044,0.173,0.211,,
1693,1.743,1.36,1.312,0.843,2.072,0.044,0.163,0.135,,
1695,1.779,1.408,1.364,0.835,2.107,0.044,0.172,0.166,,
1697,1.796,1.403,1.352,0.843,2.024,0.044,0.142,0.2,,
1699,1.771,1.395,1.351,0.836,2.076,0.044,0.144,0.193,,
1701,1.792,1.411,1.364,0.843,2.115,0.04,0.156,0.202,,
1703,1.743,1.371,1.327,0.839,2.083,0.051,0.148,0.143,,
1705,1.776,1.403,1.36,0.852,2.067,0.044,0.175,0.158,,
1707,1.752,1.376,1.328,0.872,2.076,0.048,0.176,0.156,,
1709,1.775,1.403,1.36,0.859,2.123,0.044,0.184,0.168,,
1711,1.755,1.379,1.331,0.852,2.168,0.044,0.177,0.187,,
1713,1.775,1.399,1.351,0.859,2.1,0.044,0.161,0.181,,
1715,1.768,1.392,1.34,0.855,2.12,0.044,0.172,0.169,,
1717,1.827,1.447,1.399,0.855,2.128,0.048,0.139,0.138,,
1719,1.851,1.464,1.412,0.847,2.171,0.044,0.136,0.132,,
1721,1.807,1.42,1.379,0.847,2.159,0.044,0.132,0.137,,
1723,1.779,1.396,1.351,0.887,2.447,0.048,0.21,0.144,,
1725,1.803,1.427,1.384,0.879,2.076,0.044,0.138,0.192,,
1727,1.812,1.424,1.376,0.871,2.183,0.044,0.159,0.177,,
1729,1.788,1.423,1.367,0.863,2.187,0.048,0.158,0.193,,
1731,1.807,1.423,1.371,0.863,2.128,0.052,0.209,0.157,,
1733,1.776,1.399,1.363,0.867,2.16,0.044,0.2,0.184,,
1735,1.819,1.432,1.384,0.855,2.163,0.048,0.169,0.183,,
1737,1.851,1.472,1.42,0.867,2.224,0.048,0.164,0.198,,
1739,1.875,1.495,1.447,0.884,2.131,0.044,0.158,0.138,,
1741,1.827,1.447,1.399,0.891,2.139,0.044,0.176,0.164,,
1743,1.803,1.427,1.379,0.899,2.224,0.048,0.182,0.157,,
1745,1.816,1.431,1.387,0.887,2.207,0.048,0.135,0.142,,
1747,1.827,1.451,1.399,0.872,2.183,0.048,0.192,0.179,,
1749,1.823,1.447,1.403,0.884,2.175,0.044,0.166,0.189,,
1751,1.803,1.436,1.395,0.872,2.231,0.051,0.2,0.204,,
1753,1.823,1.443,1.399,0.883,2.235,0.048,0.189,0.17,,
1755,1.807,1.44,1.395,0.891,2.195,0.043,0.147,0.182,,
1757,1.872,1.491,1.447,0.899,2.192,0.048,0.186,0.201,,
1759,1.932,1.539,1.487,0.908,2.251,0.044,0.203,0.175,,
1761,1.855,1.48,1.427,0.915,2.292,0.048,0.148,0.139,,
1763,1.855,1.48,1.432,0.903,2.207,0.048,0.14,0.139,,
1765,1.831,1.463,1.416,0.891,2.203,0.048,0.142,0.136,,
1767,1.867,1.491,1.447,0.888,2.259,0.048,0.2,0.177,,
1769,1.84,1.471,1.423,0.9,2.292,0.048,0.242,0.15,,
1771,1.847,1.48,1.436,0.903,2.235,0.051,0.137,0.144,,
1773,1.847,1.471,1.423,0.908,2.224,0.048,0.141,0.182,,
1775,1.884,1.508,1.468,0.927,2.279,0.048,0.2,0.174,,
1777,1.891,1.5,1.456,0.927,2.336,0.048,0.187,0.195,,
1779,1.923,1.532,1.48,0.908,2.243,0.051,0.141,0.181,,
1781,1.86,1.48,1.436,0.904,2.24,0.048,0.167,0.178,,
1783,1.879,1.504,1.456,0.908,2.295,0.048,0.167,0.149,,
1785,1.863,1.484,1.443,0.915,2.292,0.06,0.14,0.175,,
1787,1.864,1.495,1.447,0.927,2.323,0.048,0.198,0.14,,
1789,1.879,1.5,1.456,0.923,2.231,0.048,0.202,0.152,,
1791,1.891,1.512,1.463,0.935,2.307,0.052,0.16,0.201,,
1793,1.884,1.512,1.46,0.932,2.327,0.048,0.177,0.207,,
1795,1.875,1.495,1.451,0.956,2.323,0.048,0.17,0.137,,
1797,1.939,1.548,1.495,0.923,2.268,0.048,0.205,0.153,,
1799,1.956,1.58,1.536,0.956,2.327,0.048,0.199,0.183,,
1801,1.915,1.528,1.483,0.939,2.367,0.048,0.167,0.144,,
1803,1.879,1.512,1.467,0.956,2.344,0.052,0.139,0.197,,
1805,1.895,1.511,1.467,0.939,2.299,0.064,0.202,0.18,,
1807,1.892,1.52,1.471,0.975,2.336,0.051,0.143,0.201,,
1809,1.887,1.511,1.471,0.959,2.388,0.048,0.16,0.179,,
1811,1.908,1.543,1.487,0.935,2.384,0.051,0.166,0.183,,
1813,1.879,1.5,1.456,0.951,2.439,0.048,0.213,0.162,,
1815,1.872,1.507,1.467,0.951,2.316,0.048,0.138,0.138,,
1817,1.912,1.519,1.471,0.951,2.375,0.051,0.199,0.145,,
1819,1.936,1.551,1.503,0.971,2.391,0.048,0.203,0.159,,
1821,1.955,1.572,1.524,0.956,2.379,0.052,0.21,0.156,,
1823,1.927,1.543,1.495,0.972,2.436,0.051,0.176,0.169,,
1825,1.919,1.539,1.491,0.96,2.34,0.052,0.175,0.156,,
1827,1.912,1.536,1.492,0.951,2.427,0.048,0.146,0.205,,
1829,1.911,1.528,1.48,0.975,2.375,0.051,0.222,0.17,,
1831,1.916,1.536,1.492,0.975,2.456,0.051,0.195,0.21,,
1833,1.908,1.535,1.491,0.972,2.439,0.048,0.159,0.211,,
1835,1.916,1.544,1.495,0.963,2.399,0.051,0.212,0.156,,
1837,1.932,1.548,1.5,0.971,2.391,0.064,0.218,0.164,,
1839,1.924,1.552,1.491,0.987,2.44,0.051,0.208,0.147,,
1841,1.951,1.572,1.532,0.971,2.451,0.052,0.208,0.145,,
1843,1.956,1.58,1.536,0.971,2.475,0.048,0.205,0.165,,
1845,1.98,1.596,1.548,0.975,2.436,0.051,0.149,0.202,,
1847,1.951,1.576,1.528,0.984,2.408,0.051,0.195,0.222,,
1849,1.924,1.552,1.507,0.975,2.432,0.051,0.158,0.21,,
1851,1.927,1.552,1.507,0.975,2.467,0.051,0.192,0.167,,
1853,1.932,1.556,1.516,0.991,2.463,0.051,0.178,0.199,,
1855,1.927,1.552,1.504,0.995,2.508,0.064,0.18,0.203,,
1857,1.919,1.548,1.508,0.995,2.511,0.051,0.147,0.198,,
1859,1.927,1.552,1.508,0.995,2.451,0.051,0.155,0.148,,
1861,1.951,1.576,1.532,0.992,2.467,0.051,0.182,0.203,,
1863,1.995,1.611,1.563,0.992,2.495,0.051,0.151,0.183,,
1865,2.011,1.636,1.587,0.987,2.508,0.051,0.168,0.144,,
1867,2.004,1.615,1.568,0.992,2.5,0.056,0.207,0.194,,
1869,1.951,1.579,1.528,1.012,2.543,0.051,0.172,0.179,,
1871,1.968,1.591,1.547,1.016,2.495,0.051,0.145,0.202,,
1873,1.975,1.596,1.552,1.004,2.516,0.064,0.149,0.144,,
1875,1.98,1.604,1.556,1.008,2.516,0.051,0.138,0.211,,
1877,1.984,1.608,1.56,1.004,2.551,0.052,0.145,0.234,,
1879,2.,1.62,1.572,1.003,2.5,0.051,0.231,0.21,,
1881,1.975,1.599,1.56,1.012,2.556,0.052,0.21,0.212,,
1883,2.004,1.624,1.567,1.012,2.563,0.055,0.187,0.211,,
1885,2.039,1.663,1.615,1.04,2.576,0.051,0.173,0.186,,
1887,2.067,1.679,1.627,1.019,2.552,0.051,0.149,0.203,,
1889,2.019,1.639,1.587,1.015,2.567,0.055,0.153,0.208,,
1891,2.028,1.635,1.588,1.019,2.527,0.06,0.196,0.169,,
1893,2.007,1.62,1.58,1.031,2.56,0.051,0.194,0.169,,
1895,2.004,1.624,1.58,1.031,2.567,0.055,0.143,0.152,,
1897,2.011,1.635,1.587,1.048,2.615,0.06,0.227,0.195,,
1899,2.012,1.631,1.583,1.068,2.631,0.052,0.191,0.172,,
1901,2.012,1.636,1.591,1.051,2.644,0.055,0.143,0.142,,
1903,2.004,1.62,1.576,1.043,2.6,0.059,0.243,0.208,,
1905,2.016,1.644,1.591,1.031,2.62,0.055,0.165,0.189,,
1907,2.068,1.683,1.635,1.043,2.615,0.051,0.166,0.142,,
1909,2.076,1.704,1.659,1.04,2.644,0.059,0.213,0.15,,
1911,2.039,1.663,1.624,1.044,2.583,0.056,0.226,0.206,,
1913,2.048,1.672,1.627,1.072,2.68,0.056,0.225,0.169,,
1915,2.024,1.639,1.588,1.063,2.608,0.067,0.203,0.192,,
1917,2.035,1.663,1.611,1.055,2.644,0.051,0.165,0.158,,
1919,2.028,1.652,1.612,1.043,2.639,0.055,0.213,0.177,,
1921,2.055,1.675,1.627,1.06,2.656,0.056,0.205,0.198,,
1923,2.032,1.66,1.616,1.048,2.676,0.056,0.168,0.206,,
1925,2.028,1.651,1.607,1.064,2.668,0.055,0.157,0.148,,
1927,2.096,1.72,1.672,1.096,3.079,0.059,0.213,0.186,,
1929,2.104,1.72,1.668,1.084,2.495,0.056,0.217,0.206,,
1931,2.08,1.696,1.647,1.076,2.716,0.056,0.162,0.197,,
1933,2.059,1.676,1.619,1.067,2.668,0.067,0.21,0.213,,
1935,2.063,1.68,1.635,1.056,2.648,0.056,0.152,0.194,,
1937,2.043,1.667,1.619,1.06,2.672,0.056,0.164,0.145,,
1939,2.076,1.7,1.652,1.088,2.72,0.055,0.146,0.188,,
1941,2.052,1.675,1.627,1.088,2.735,0.056,0.216,0.224,,
1943,2.039,1.672,1.619,1.099,2.659,0.056,0.168,0.195,,
1945,2.079,1.68,1.632,1.072,2.663,0.059,0.209,0.167,,
1947,2.132,1.692,1.644,1.076,2.668,0.059,0.158,0.199,,
1949,2.036,1.672,1.631,1.064,2.716,0.055,0.166,0.231,,
1951,2.108,1.731,1.688,1.087,2.711,0.068,0.216,0.175,,
1953,2.051,1.676,1.64,1.084,2.735,0.056,0.191,0.195,,
1955,2.052,1.679,1.635,1.111,2.776,0.055,0.215,0.165,,
1957,2.031,1.663,1.624,1.108,2.716,0.059,0.162,0.194,,
1959,2.039,1.668,1.624,1.088,2.727,0.056,0.151,0.215,,
1961,2.031,1.663,1.62,1.096,2.672,0.06,0.217,0.151,,
1963,2.135,1.763,1.716,1.088,2.78,0.06,0.144,0.145,,
1965,2.092,1.7,1.652,1.096,2.688,0.056,0.194,0.207,,
1967,2.076,1.692,1.644,1.103,2.836,0.067,0.176,0.198,,
1969,2.128,1.756,1.708,1.108,2.772,0.059,0.22,0.21,,
1971,2.16,1.768,1.724,1.127,2.823,0.056,0.184,0.152,,
1973,2.124,1.739,1.692,1.103,2.795,0.06,0.143,0.155,,
1975,2.119,1.74,1.7,1.095,2.792,0.056,0.168,0.152,,
1977,2.104,1.724,1.675,1.108,2.747,0.059,0.148,0.144,,
1979,2.107,1.727,1.68,1.108,2.735,0.064,0.142,0.149,,
1981,2.112,1.727,1.679,1.112,2.812,0.056,0.215,0.156,,
1983,2.124,1.744,1.7,1.12,2.807,0.059,0.211,0.222,,
1985,2.127,1.747,1.695,1.14,2.823,0.06,0.153,0.215,,
1987,2.108,1.731,1.688,1.112,2.816,0.06,0.15,0.211,,
1989,2.163,1.783,1.735,1.12,2.86,0.064,0.216,0.223,,
1991,2.183,1.799,1.756,1.127,2.879,0.059,0.25,0.177,,
1993,2.179,1.791,1.74,1.16,2.903,0.055,0.209,0.154,,
1995,2.135,1.759,1.711,1.136,2.851,0.067,0.217,0.152,,
1997,2.155,1.775,1.728,1.171,2.84,0.059,0.208,0.159,,
1999,2.159,1.779,1.727,1.148,2.843,0.059,0.205,0.166,,
2001,2.147,1.772,1.727,1.144,2.823,0.059,0.181,0.237,,
2003,2.175,1.799,1.748,1.148,2.864,0.059,0.163,0.147,,
2005,2.16,1.788,1.74,1.163,2.867,0.059,0.145,0.199,,
2007,2.208,1.831,1.783,1.148,2.847,0.064,0.198,0.151,,
2009,2.2,1.824,1.772,1.156,2.908,0.06,0.212,0.215,,
2011,2.223,1.84,1.792,1.163,2.868,0.064,0.207,0.228,,
2013,2.203,1.831,1.784,1.16,2.879,0.059,0.187,0.219,,
2015,2.163,1.787,1.743,1.164,2.932,0.059,0.153,0.188,,
2017,2.172,1.796,1.74,1.151,2.919,0.059,0.21,0.159,,
2019,2.192,1.812,1.763,1.156,2.951,0.059,0.148,0.156,,
2021,2.187,1.804,1.755,1.16,2.951,0.064,0.188,0.175,,
2023,2.183,1.811,1.768,1.163,2.899,0.068,0.22,0.167,,
2025,2.192,1.807,1.759,1.196,2.956,0.059,0.217,0.17,,
2027,2.276,1.892,1.844,1.163,2.912,0.059,0.211,0.203,,
2029,2.271,1.875,1.827,1.171,2.884,0.059,0.182,0.2,,
2031,2.203,1.824,1.779,1.183,2.903,0.059,0.189,0.164,,
2033,2.183,1.807,1.763,1.159,2.927,0.064,0.149,0.148,,
2035,2.216,1.836,1.788,1.171,2.947,0.064,0.227,0.214,,
2037,2.192,1.819,1.776,1.192,2.968,0.059,0.213,0.166,,
2039,2.219,1.836,1.788,1.187,2.975,0.071,0.189,0.179,,
2041,2.203,1.831,1.788,1.188,2.936,0.064,0.21,0.2,,
2043,2.2,1.816,1.771,1.196,2.971,0.06,0.17,0.218,,
2045,2.195,1.819,1.776,1.183,3.011,0.064,0.219,0.162,,
2047,2.271,1.887,1.839,1.183,2.987,0.059,0.202,0.155,,
2049,2.283,1.903,1.86,1.195,2.967,0.067,0.215,0.161,,
2051,2.223,1.836,1.791,1.216,3.028,0.064,0.193,0.166,,
2053,2.256,1.867,1.816,1.195,2.995,0.059,0.207,0.158,,
2055,2.231,1.855,1.811,1.203,3.059,0.071,0.171,0.192,,
2057,2.236,1.851,1.804,1.192,3.008,0.064,0.217,0.185,,
2059,2.236,1.859,1.812,1.191,3.003,0.064,0.198,0.226,,
2061,2.228,1.851,1.807,1.204,3.071,0.064,0.181,0.23,,
2063,2.24,1.86,1.816,1.235,3.024,0.064,0.18,0.17,,
2065,2.268,1.892,1.844,1.224,3.083,0.068,0.15,0.182,,
2067,2.307,1.923,1.875,1.204,3.091,0.064,0.166,0.202,,
2069,2.315,1.935,1.891,1.203,3.048,0.064,0.173,0.223,,
2071,2.283,1.903,1.855,1.204,3.079,0.072,0.212,0.173,,
2073,2.264,1.892,1.844,1.208,3.048,0.059,0.161,0.211,,
2075,2.243,1.872,1.831,1.24,3.107,0.063,0.161,0.155,,
2077,2.268,1.892,1.844,1.244,3.056,0.064,0.148,0.202,,
2079,2.259,1.88,1.836,1.22,3.144,0.064,0.165,0.151,,
2081,2.263,1.888,1.836,1.227,3.079,0.068,0.217,0.222,,
2083,2.312,1.94,1.892,1.22,3.084,0.064,0.155,0.169,,
2085,2.347,1.947,1.9,1.248,3.135,0.064,0.24,0.213,,
2087,2.351,1.96,1.912,1.264,3.119,0.064,0.161,0.192,,
2089,2.311,1.936,1.892,1.271,3.111,0.064,0.177,0.211,,
2091,2.303,1.928,1.879,1.24,3.132,0.067,0.175,0.203,,
2093,2.296,1.928,1.879,1.268,3.156,0.068,0.175,0.204,,
2095,2.316,1.936,1.884,1.248,3.127,0.064,0.175,0.161,,
2097,2.307,1.928,1.888,1.252,3.175,0.067,0.213,0.155,,
2099,2.307,1.927,1.884,1.267,3.204,0.064,0.216,0.22,,
2101,2.371,1.995,1.948,1.3,3.135,0.072,0.221,0.228,,
2103,2.379,1.991,1.939,1.264,3.183,0.064,0.212,0.183,,
2105,2.331,1.943,1.895,1.255,3.163,0.067,0.195,0.181,,
2107,2.304,1.915,1.867,1.252,3.18,0.064,0.196,0.171,,
2109,2.324,1.94,1.896,1.251,3.203,0.068,0.214,0.163,,
2111,2.316,1.939,1.899,1.283,3.199,0.067,0.151,0.224,,
2113,2.307,1.935,1.887,1.279,3.227,0.067,0.227,0.197,,
2115,2.32,1.943,1.896,1.267,3.22,0.068,0.193,0.206,,
2117,2.324,1.951,1.903,1.255,3.248,0.071,0.188,0.227,,
2119,2.399,2.016,1.964,1.271,3.228,0.064,0.247,0.227,,
2121,2.395,2.004,1.951,1.28,3.268,0.068,0.176,0.225,,
2123,2.367,1.98,1.932,1.299,3.248,0.067,0.21,0.2,,
2125,2.316,1.943,1.9,1.3,3.231,0.064,0.159,0.152,,
2127,2.327,1.947,1.903,1.292,3.259,0.068,0.217,0.157,,
2129,2.343,1.964,1.915,1.276,3.283,0.064,0.23,0.163,,
2131,2.339,1.963,1.916,1.284,3.247,0.075,0.153,0.187,,
2133,2.363,1.984,1.923,1.295,3.271,0.068,0.214,0.224,,
2135,2.347,1.971,1.932,1.307,3.268,0.068,0.234,0.248,,
2137,2.364,1.98,1.94,1.295,3.319,0.068,0.222,0.238,,
2139,2.391,2.011,1.968,1.295,3.24,0.067,0.207,0.21,,
2141,2.355,1.971,1.928,1.292,3.331,0.071,0.165,0.2,,
2143,2.364,1.987,1.935,1.3,3.288,0.067,0.229,0.184,,
2145,2.339,1.975,1.936,1.3,3.279,0.068,0.216,0.183,,
2147,2.331,1.964,1.919,1.331,3.339,0.067,0.203,0.175,,
2149,2.339,1.971,1.932,1.3,3.307,0.068,0.228,0.207,,
2151,2.34,1.971,1.928,1.308,3.324,0.071,0.214,0.182,,
2153,2.356,1.98,1.928,1.307,3.316,0.067,0.216,0.164,,
2155,2.403,2.031,1.983,1.312,3.38,0.068,0.207,0.225,,
2157,2.403,2.028,1.98,1.319,3.347,0.067,0.169,0.207,,
2159,2.4,2.024,1.971,1.335,3.312,0.068,0.227,0.227,,
2161,2.384,2.015,1.968,1.312,3.36,0.071,0.201,0.185,,
2163,2.372,2.003,1.951,1.316,3.343,0.068,0.216,0.211,,
2165,2.364,1.995,1.955,1.331,3.392,0.076,0.178,0.155,,
2167,2.372,1.991,1.94,1.327,3.4,0.071,0.214,0.211,,
2169,2.367,2.003,1.955,1.327,3.375,0.067,0.161,0.209,,
2171,2.351,1.988,1.944,1.351,3.392,0.071,0.171,0.151,,
2173,2.419,2.052,2.003,1.372,3.352,0.067,0.161,0.217,,
2175,2.412,2.035,1.988,1.36,3.408,0.071,0.224,0.165,,
2177,2.423,2.048,1.996,1.363,3.4,0.072,0.157,0.23,,
2179,2.399,2.035,1.995,1.359,3.384,0.068,0.218,0.161,,
2181,2.384,2.011,1.968,1.372,3.387,0.071,0.204,0.177,,
2183,2.38,2.016,1.971,1.36,3.423,0.071,0.219,0.183,,
2185,2.371,2.008,1.963,1.351,3.428,0.076,0.155,0.157,,
2187,2.38,2.016,1.968,1.36,3.412,0.068,0.229,0.201,,
2189,2.376,2.008,1.968,1.347,3.387,0.076,0.217,0.205,,
2191,2.423,2.048,2.008,1.347,3.468,0.071,0.185,0.162,,
2193,2.431,2.059,2.019,1.384,3.451,0.071,0.154,0.213,,
2195,2.432,2.059,2.012,1.364,3.456,0.072,0.213,0.18,,
2197,2.415,2.044,1.995,1.371,3.496,0.071,0.238,0.197,,
2199,2.392,2.015,1.971,1.364,3.455,0.076,0.225,0.17,,
2201,2.372,2.,1.956,1.364,3.48,0.071,0.155,0.16,,
2203,2.363,2.,1.963,1.379,3.496,0.076,0.225,0.233,,
2205,2.423,2.043,2.,1.396,3.484,0.071,0.16,0.22,,
2207,2.415,2.039,2.,1.384,3.551,0.071,0.222,0.159,,
2209,2.42,2.052,1.995,1.388,3.48,0.076,0.215,0.185,,
2211,2.451,2.079,2.039,1.375,3.508,0.071,0.163,0.159,,
2213,2.468,2.099,2.051,1.383,4.008,0.079,0.152,0.154,,
2215,2.464,2.08,2.031,1.396,3.391,0.071,0.166,0.154,,
2217,2.428,2.051,2.008,1.403,3.519,0.071,0.153,0.152,,
2219,2.451,2.067,2.019,1.403,3.524,0.076,0.221,0.171,,
2221,2.432,2.056,2.011,1.379,3.508,0.071,0.199,0.186,,
2223,2.432,2.064,2.02,1.388,3.536,0.076,0.254,0.178,,
2225,2.455,2.076,2.032,1.403,3.528,0.076,0.203,0.175,,
2227,2.424,2.055,2.011,1.432,3.523,0.076,0.209,0.177,,
2229,2.5,2.124,2.072,1.415,3.515,0.071,0.222,0.224,,
2231,2.468,2.096,2.051,1.392,3.503,0.071,0.225,0.218,,
2233,2.496,2.107,2.059,1.392,3.567,0.075,0.231,0.168,,
2235,2.451,2.076,2.032,1.395,3.552,0.071,0.162,0.219,,
2237,2.451,2.072,2.032,1.415,3.532,0.076,0.208,0.216,,
2239,2.471,2.096,2.052,1.443,3.551,0.076,0.162,0.266,,
2241,2.451,2.088,2.048,1.408,3.563,0.084,0.224,0.184,,
2243,2.483,2.107,2.055,1.403,3.564,0.071,0.23,0.229,,
2245,2.468,2.096,2.055,1.411,3.604,0.071,0.178,0.162,,
2247,2.468,2.096,2.056,1.423,3.596,0.075,0.231,0.232,,
2249,2.54,2.172,2.128,1.447,3.604,0.076,0.159,0.223,,
2251,2.531,2.155,2.112,1.432,3.592,0.071,0.207,0.222,,
2253,2.523,2.14,2.087,1.435,3.612,0.071,0.18,0.159,,
2255,2.487,2.115,2.072,1.443,3.652,0.083,0.232,0.161,,
2257,2.483,2.115,2.075,1.475,3.624,0.076,0.209,0.232,,
2259,2.5,2.127,2.083,1.463,3.615,0.076,0.174,0.207,,
2261,2.48,2.099,2.059,1.5,3.615,0.076,0.228,0.193,,
2263,2.512,2.135,2.083,1.459,3.628,0.124,0.231,0.168,,
2265,2.496,2.112,2.072,1.444,3.675,0.083,0.208,0.209,,
2267,2.508,2.132,2.084,1.463,3.639,0.076,0.197,0.163,,
2269,2.551,2.179,2.135,1.463,3.656,0.076,0.207,0.194,,
