n,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite_strat(bottomup),cbv;rewrite_strat(topdown),cbv;setoid_rewrite
3814,6.219,3.904,3.695,,,
3815,5.307,3.043,2.836,,,
3816,5.788,3.439,3.231,,,
3817,5.552,3.183,2.979,,,
3818,5.42,3.147,2.948,,,
3819,5.695,3.376,3.175,,,
3820,5.364,3.047,2.847,,,
3821,5.835,3.564,3.359,,,
3822,5.655,3.324,3.123,,,
3823,5.436,3.095,2.879,,,
3824,5.623,3.304,3.103,,,
3825,5.256,2.976,2.771,,,
3826,5.811,3.487,3.284,,,
3827,5.64,3.367,3.159,,,
3828,5.664,3.271,3.072,,,
3829,5.628,3.296,3.092,,,
3830,5.407,3.048,2.843,,,
3831,5.635,3.371,3.167,,,
3832,5.715,3.364,3.164,,,
3833,5.456,3.087,2.876,,,
3834,5.64,3.315,3.115,,,
3835,5.324,3.,2.8,,,
3836,6.188,3.876,3.672,,,
3837,5.487,3.144,2.939,,,
3838,5.715,3.399,3.192,,,
3839,5.427,3.164,2.959,,,
3840,5.463,3.139,2.927,,,
3841,5.876,3.54,3.34,,,
3842,5.467,3.131,2.927,,,
3843,5.972,3.595,3.384,,,
3844,5.355,3.079,2.872,,,
3845,5.64,3.255,3.043,,,
3846,5.796,3.407,3.207,,,
3847,5.367,3.012,2.811,,,
3848,8.083,5.711,5.511,,,
3849,4.951,2.595,2.404,,,
3850,5.904,3.492,3.291,,,
3851,5.804,3.476,3.263,,,
3852,5.388,3.007,2.804,,,
3853,6.076,3.768,3.567,,,
3854,5.504,3.164,2.948,,,
3855,5.927,3.551,3.356,,,
3856,5.823,3.448,3.236,,,
3857,5.416,3.1,2.896,,,
3858,5.843,3.479,3.275,,,
3859,5.631,3.295,3.095,,,
3860,8.159,5.824,5.611,,,
3861,5.291,2.94,2.735,,,
3862,5.608,3.304,3.091,,,
3863,5.863,3.504,3.291,,,
3864,5.564,3.183,2.975,,,
3865,6.2,3.807,3.603,,,
3866,5.327,3.02,2.815,,,
3867,5.76,3.396,3.195,,,
3868,6.059,3.672,3.456,,,
3869,5.528,3.18,2.975,,,
3870,5.788,3.48,3.275,,,
3871,5.679,3.291,3.087,,,
3872,5.56,3.236,3.028,,,
3873,6.076,3.708,3.508,,,
3874,5.6,3.252,3.048,,,
3875,6.004,3.595,3.384,,,
3876,5.695,3.343,3.139,,,
3877,5.531,3.171,2.968,,,
3878,6.008,3.644,3.44,,,
3879,5.556,3.18,2.963,,,
3880,7.659,5.316,5.111,,,
3881,5.167,2.775,2.567,,,
3882,6.04,3.703,3.492,,,
3883,5.667,3.311,3.095,,,
3884,5.68,3.332,3.123,,,
3885,6.255,3.783,3.567,,,
3886,5.416,3.043,2.84,,,
3887,6.144,3.735,3.531,,,
3888,5.756,3.264,3.051,,,
3889,6.056,3.655,3.387,,,
3890,6.115,3.703,3.496,,,
3891,5.775,3.371,3.159,,,
3892,6.056,3.708,3.5,,,
3893,5.483,3.128,2.923,,,
3894,5.879,3.511,3.304,,,
3895,5.564,3.203,2.992,,,
3896,5.615,3.283,3.068,,,
3897,5.811,3.468,3.255,,,
3898,5.659,3.287,3.083,,,
3899,8.208,5.827,5.612,,,
3900,5.108,2.708,2.507,,,
3901,5.956,3.632,3.423,,,
3902,5.748,3.415,3.203,,,
3903,5.807,3.399,3.183,,,
3904,6.299,3.899,3.688,,,
3905,5.564,3.188,2.98,,,
3906,6.167,3.808,3.595,,,
3907,5.623,3.2,2.992,,,
3908,5.863,3.484,3.272,,,
3909,6.195,3.78,3.572,,,
3910,5.744,3.311,3.092,,,
3911,6.036,3.648,3.444,,,
3912,5.724,3.288,3.079,,,
3913,5.992,3.584,3.367,,,
3914,6.075,3.667,3.459,,,
3915,5.72,3.355,3.144,,,
3916,6.144,3.704,3.487,,,
3917,5.608,3.188,2.979,,,
3918,5.879,3.488,3.28,,,
3919,5.936,3.484,3.276,,,
3920,5.816,3.331,3.119,,,
3921,5.876,3.484,3.279,,,
3922,5.448,3.112,2.904,,,
3923,6.144,3.752,3.528,,,
3924,5.912,3.451,3.231,,,
3925,5.952,3.551,3.34,,,
3926,6.188,3.811,3.6,,,
3927,5.516,3.136,2.92,,,
3928,6.371,3.94,3.731,,,
3929,5.744,3.384,3.18,,,
3930,6.244,3.731,3.516,,,
3931,5.608,3.216,3.007,,,
3932,5.9,3.448,3.224,,,
3933,6.324,3.903,3.688,,,
3934,5.708,3.251,3.043,,,
3935,6.023,3.636,3.427,,,
3936,5.896,3.476,3.263,,,
3937,5.819,3.399,3.183,,,
3938,6.216,3.775,3.567,,,
3939,5.731,3.363,3.152,,,
3940,6.372,3.992,3.791,,,
3941,5.62,3.18,2.968,,,
3942,6.307,3.923,3.715,,,
3943,5.667,3.171,2.956,,,
3944,5.932,3.36,3.14,,,
3945,6.331,3.843,3.631,,,
3946,5.6,3.2,2.988,,,
3947,6.079,3.647,3.436,,,
3948,6.076,3.6,3.388,,,
3949,5.664,3.279,3.064,,,
3950,6.675,4.152,3.931,,,
3951,5.799,3.355,3.144,,,
3952,5.979,3.567,3.352,,,
3953,6.051,3.559,3.335,,,
3954,5.724,3.3,3.084,,,
3955,6.46,4.015,3.796,,,
3956,5.791,3.347,3.136,,,
3957,6.44,4.031,3.815,,,
3958,5.755,3.283,3.064,,,
3959,6.108,3.671,3.467,,,
3960,6.227,3.683,3.471,,,
3961,5.747,3.3,3.084,,,
3962,6.708,4.283,4.067,,,
3963,5.683,3.296,3.072,,,
3964,6.327,3.827,3.615,,,
3965,5.791,3.332,3.124,,,
3966,6.004,3.515,3.307,,,
3967,6.263,3.827,3.615,,,
3968,5.86,3.376,3.152,,,
3969,6.439,3.899,3.683,,,
3970,5.788,3.34,3.136,,,
3971,6.028,3.532,3.319,,,
3972,6.299,3.847,3.636,,,
3973,5.891,3.376,3.156,,,
3974,6.452,3.956,3.743,,,
3975,5.655,3.216,3.,,,
3976,6.139,3.683,3.46,,,
3977,6.052,3.496,3.28,,,
3978,6.171,3.596,3.379,,,
3979,6.772,4.3,4.087,,,
3980,5.775,3.308,3.087,,,
3981,6.444,3.951,3.731,,,
3982,5.924,3.319,3.1,,,
3983,6.156,3.636,3.42,,,
3984,6.028,3.556,3.34,,,
3985,5.879,3.363,3.144,,,
3986,6.064,3.504,3.288,,,
3987,5.855,3.316,3.103,,,
3988,8.347,5.847,5.631,,,
3989,5.587,3.076,2.855,,,
3990,6.52,3.984,3.768,,,
3991,5.819,3.292,3.075,,,
3992,6.084,3.66,3.443,,,
3993,6.332,3.819,3.599,,,
3994,5.8,3.304,3.088,,,
3995,6.387,3.907,3.695,,,
3996,6.027,3.504,3.291,,,
3997,6.479,3.948,3.728,,,
3998,5.851,3.316,3.095,,,
3999,6.067,3.595,3.375,,,
4000,6.404,3.888,3.663,,,
4001,5.923,3.463,3.239,,,
4002,6.152,3.672,3.452,,,
4003,5.819,3.296,3.075,,,
4004,8.396,5.927,5.711,,,
4005,5.716,3.14,2.904,,,
4006,6.247,3.748,3.523,,,
4007,6.115,3.604,3.388,,,
4008,5.971,3.459,3.243,,,
4009,6.459,3.951,3.731,,,
4010,5.963,3.48,3.26,,,
4011,6.376,3.811,3.6,,,
4012,6.131,3.559,3.34,,,
4013,6.104,3.628,3.399,,,
4014,6.22,3.7,3.467,,,
4015,5.992,3.448,3.227,,,
4016,6.087,3.592,3.376,,,
4017,5.871,3.367,3.144,,,
4018,8.688,6.123,5.904,,,
4019,5.615,3.087,2.868,,,
4020,6.427,3.887,3.672,,,
4021,6.115,3.615,3.396,,,
4022,6.003,3.456,3.239,,,
4023,6.968,4.328,4.103,,,
4024,6.072,3.564,3.34,,,
4025,6.556,4.031,3.807,,,
4026,6.036,3.532,3.308,,,
4027,8.523,6.048,5.824,,,
4028,5.891,3.327,3.095,,,
4029,5.863,3.296,3.075,,,
4030,6.815,4.236,4.015,,,
4031,5.824,3.332,3.111,,,
4032,6.451,3.899,3.671,,,
4033,6.112,3.559,3.34,,,
4034,6.048,3.583,3.364,,,
4035,6.62,4.043,3.819,,,
4036,5.983,3.463,3.239,,,
4037,6.476,3.927,3.708,,,
4038,6.056,3.547,3.331,,,
4039,6.551,3.96,3.735,,,
4040,6.244,3.688,3.463,,,
4041,6.536,4.016,3.791,,,
4042,6.231,3.708,3.484,,,
4043,6.252,3.7,3.479,,,
4044,6.547,4.02,3.799,,,
4045,5.963,3.447,3.231,,,
4046,6.847,4.243,4.028,,,
4047,5.904,3.364,3.147,,,
4048,8.52,5.968,5.744,,,
4049,5.652,3.123,2.904,,,
4050,6.056,3.484,3.255,,,
4051,6.327,3.788,3.564,,,
4052,6.028,3.504,3.283,,,
4053,6.492,3.984,3.76,,,
4054,5.983,3.471,3.243,,,
4055,8.511,5.992,5.764,,,
4056,5.708,3.172,2.951,,,
4057,6.676,4.064,3.84,,,
4058,6.015,3.427,3.207,,,
4059,6.804,4.191,3.971,,,
4060,6.028,3.471,3.244,,,
4061,6.54,3.976,3.747,,,
4062,6.22,3.652,3.427,,,
4063,6.064,3.539,3.316,,,
4064,6.787,4.18,3.951,,,
4065,6.007,3.468,3.247,,,
4066,6.748,4.163,3.943,,,
4067,6.111,3.54,3.319,,,
4068,8.899,6.316,6.091,,,
4069,5.667,3.127,2.904,,,
4070,6.568,3.924,3.699,,,
4071,6.219,3.611,3.384,,,
4072,6.515,3.927,3.708,,,
4073,6.243,3.667,3.443,,,
4074,6.067,3.523,3.304,,,
4075,6.92,4.28,4.043,,,
4076,6.067,3.492,3.268,,,
4077,6.695,4.144,3.919,,,
4078,6.256,3.664,3.435,,,
4079,6.607,4.012,3.783,,,
4080,6.48,3.836,3.608,,,
4081,6.588,3.959,3.736,,,
4082,6.576,3.992,3.768,,,
4083,6.059,3.484,3.263,,,
4084,7.004,4.427,4.2,,,
4085,6.208,3.603,3.379,,,
4086,6.987,4.351,4.128,,,
4087,6.231,3.603,3.379,,,
4088,6.471,3.86,3.639,,,
4089,6.332,3.708,3.48,,,
4090,6.44,3.796,3.567,,,
4091,6.5,3.876,3.648,,,
4092,6.211,3.591,3.371,,,
4093,6.639,3.992,3.764,,,
4094,6.188,3.54,3.307,,,
4095,8.615,6.048,5.824,,,
4096,5.82,3.268,3.043,,,
4097,6.672,4.051,3.819,,,
4098,5.932,3.355,3.128,,,
4099,6.847,4.203,3.975,,,
4100,6.003,3.363,3.139,,,
4101,6.592,3.988,3.76,,,
4102,6.203,3.604,3.371,,,
4103,6.592,3.947,3.711,,,
4104,6.496,3.827,3.603,,,
4105,6.244,3.623,3.396,,,
4106,6.551,3.924,3.695,,,
4107,6.291,3.648,3.423,,,
4108,8.516,5.884,5.655,,,
4109,5.851,3.223,3.,,,
4110,6.495,3.908,3.684,,,
4111,6.155,3.515,3.279,,,
4112,6.775,4.159,3.927,,,
4113,5.971,3.407,3.175,,,
4114,6.559,3.904,3.668,,,
4115,6.079,3.479,3.247,,,
4116,6.551,3.868,3.623,,,
4117,6.716,4.036,3.804,,,
4118,6.24,3.6,3.376,,,
4119,6.935,4.304,4.072,,,
4120,6.188,3.575,3.347,,,
4121,6.963,4.272,4.031,,,
4122,6.291,3.639,3.412,,,
4123,9.064,6.404,6.175,,,
4124,6.239,3.6,3.367,,,
4125,6.352,3.768,3.539,,,
4126,6.819,4.155,3.916,,,
4127,6.075,3.476,3.24,,,
4128,6.543,3.927,3.692,,,
4129,6.163,3.54,3.316,,,
4130,8.96,6.268,6.031,,,
4131,5.887,3.275,3.043,,,
4132,6.756,4.163,3.935,,,
4133,6.164,3.472,3.236,,,
4134,6.751,4.067,3.832,,,
4135,6.076,3.427,3.195,,,
4136,6.595,3.923,3.7,,,
4137,6.623,3.968,3.736,,,
4138,6.536,3.823,3.587,,,
4139,7.04,4.351,4.123,,,
4140,6.495,3.788,3.559,,,
4141,6.703,4.091,3.86,,,
4142,6.103,3.487,3.252,,,
4143,8.975,6.276,6.036,,,
4144,6.231,3.628,3.399,,,
4145,6.04,3.371,3.136,,,
4146,7.104,4.427,4.188,,,
4147,6.243,3.656,3.424,,,
4148,6.667,3.943,3.711,,,
4149,6.427,3.668,3.435,,,
4150,6.379,3.659,3.428,,,
4151,6.959,4.299,4.068,,,
4152,6.1,3.463,3.227,,,
4153,6.547,3.943,3.728,,,
4154,6.615,3.924,3.695,,,
4155,6.215,3.556,3.319,,,
4156,6.727,4.088,3.855,,,
4157,6.379,3.691,3.46,,,
4158,6.652,3.995,3.759,,,
4159,6.188,3.479,3.243,,,
4160,6.239,3.579,3.34,,,
4161,7.091,4.38,4.136,,,
4162,6.188,3.508,3.264,,,
4163,6.835,4.18,3.948,,,
4164,6.436,3.747,3.515,,,
4165,6.471,3.743,3.511,,,
4166,7.032,4.347,4.115,,,
4167,6.399,3.675,3.448,,,
4168,6.744,4.068,3.84,,,
4169,6.448,3.744,3.512,,,
4170,6.364,3.659,3.427,,,
4171,7.183,4.488,4.252,,,
4172,6.399,3.695,3.463,,,
4173,6.952,4.247,4.015,,,
4174,6.283,3.631,3.399,,,
4175,6.636,3.915,3.68,,,
4176,6.847,4.152,3.919,,,
4177,6.443,3.703,3.46,,,
4178,6.864,4.252,4.016,,,
4179,6.143,3.448,3.211,,,
4180,6.692,3.992,3.756,,,
4181,6.495,3.779,3.547,,,
4182,6.388,3.663,3.432,,,
4183,6.852,4.115,3.884,,,
4184,6.243,3.543,3.308,,,
4185,8.912,6.191,5.956,,,
4186,6.095,3.391,3.156,,,
4187,7.048,4.367,4.136,,,
4188,6.1,3.515,3.279,,,
4189,6.884,4.211,3.963,,,
4190,6.368,3.583,3.347,,,
4191,6.492,3.76,3.516,,,
4192,6.988,4.231,4.,,,
4193,6.635,3.816,3.583,,,
4194,6.832,4.076,3.84,,,
4195,6.203,3.5,3.268,,,
4196,9.384,6.559,6.319,,,
4197,6.212,3.423,3.191,,,
4198,6.523,3.719,3.48,,,
4199,7.255,4.531,4.299,,,
4200,6.371,3.628,3.391,,,
4201,6.915,4.255,4.02,,,
4202,6.388,3.672,3.432,,,
4203,6.86,4.147,3.899,,,
4204,6.459,3.704,3.471,,,
4205,6.484,3.727,3.492,,,
4206,7.067,4.376,4.139,,,
4207,6.611,3.764,3.52,,,
4208,6.895,4.115,3.88,,,
4209,6.347,3.667,3.431,,,
4210,6.615,3.827,3.587,,,
4211,7.211,4.452,4.211,,,
4212,6.472,3.688,3.44,,,
4213,6.92,4.131,3.895,,,
4214,6.543,3.811,3.576,,,
4215,6.459,3.744,3.512,,,
4216,7.271,4.572,4.34,,,
4217,6.567,3.807,3.567,,,
4218,7.239,4.42,4.187,,,
4219,6.26,3.548,3.304,,,
4220,6.796,4.095,3.855,,,
4221,6.819,4.064,3.828,,,
4222,6.532,3.819,3.584,,,
4223,7.412,4.623,4.384,,,
4224,6.231,3.512,3.272,,,
4225,6.915,4.14,3.904,,,
4226,6.679,3.939,3.7,,,
4227,6.656,3.792,3.543,,,
4228,7.559,4.731,4.496,,,
4229,6.467,3.731,3.492,,,
4230,6.987,4.216,3.972,,,
4231,6.692,3.959,3.712,,,
4232,6.716,3.971,3.731,,,
4233,7.055,4.279,4.043,,,
4234,6.619,3.891,3.652,,,
4235,7.04,4.256,4.02,,,
4236,6.36,3.631,3.395,,,
4237,9.391,6.631,6.391,,,
4238,6.315,3.487,3.236,,,
4239,6.671,3.884,3.632,,,
4240,6.832,4.059,3.824,,,
4241,6.532,3.824,3.572,,,
4242,6.94,4.132,3.888,,,
4243,6.432,3.676,3.44,,,
4244,7.219,4.427,4.192,,,
4245,6.555,3.711,3.476,,,
4246,6.804,4.064,3.823,,,
4247,7.007,4.208,3.967,,,
4248,6.524,3.764,3.523,,,
4249,6.992,4.124,3.887,,,
4250,6.579,3.84,3.579,,,
4251,9.128,6.371,6.131,,,
4252,6.144,3.355,3.111,,,
4253,6.851,4.115,3.876,,,
4254,6.384,3.572,3.328,,,
4255,6.611,3.844,3.603,,,
4256,7.255,4.407,4.156,,,
4257,6.512,3.7,3.451,,,
4258,7.427,4.636,4.395,,,
4259,6.6,3.764,3.523,,,
4260,9.388,6.631,6.376,,,
4261,6.532,3.699,3.456,,,
4262,6.695,3.871,3.627,,,
4263,6.783,4.007,3.768,,,
4264,6.564,3.799,3.551,,,
4265,7.083,4.26,4.015,,,
4266,6.42,3.643,3.399,,,
4267,9.311,6.536,6.292,,,
4268,6.115,3.239,2.992,,,
4269,7.075,4.291,4.04,,,
4270,6.808,4.004,3.768,,,
4271,6.915,4.072,3.832,,,
4272,6.911,4.115,3.872,,,
4273,6.623,3.847,3.604,,,
4274,7.364,4.516,4.26,,,
4275,6.667,3.832,3.588,,,
4276,9.608,6.788,6.548,,,
4277,6.672,3.819,3.572,,,
4278,6.94,4.104,3.86,,,
4279,7.028,4.271,4.027,,,
4280,6.748,3.912,3.671,,,
4281,7.059,4.284,4.043,,,
4282,6.652,3.859,3.615,,,
4283,8.904,5.995,5.743,,,
4284,6.288,3.427,3.18,,,
4285,7.332,4.468,4.227,,,
4286,6.452,3.615,3.371,,,
4287,7.424,4.56,4.316,,,
4288,6.504,3.711,3.471,,,
4289,7.003,4.211,3.967,,,
4290,6.711,3.907,3.66,,,
4291,6.467,3.659,3.416,,,
4292,7.112,4.283,4.04,,,
4293,6.659,3.832,3.587,,,
4294,7.456,4.599,4.344,,,
4295,6.299,3.536,3.288,,,
4296,7.316,4.435,4.188,,,
4297,6.623,3.731,3.491,,,
4298,7.108,4.175,3.92,,,
4299,7.28,4.424,4.175,,,
4300,6.612,3.804,3.559,,,
4301,7.104,4.18,3.935,,,
4302,6.799,3.991,3.736,,,
4303,9.327,6.452,6.208,,,
4304,6.248,3.42,3.175,,,
4305,7.132,4.252,4.007,,,
4306,6.828,3.847,3.595,,,
4307,7.004,4.167,3.912,,,
4308,7.076,4.239,4.,,,
4309,6.615,3.867,3.623,,,
4310,7.404,4.527,4.275,,,
4311,6.727,3.896,3.644,,,
4312,7.268,4.423,4.176,,,
4313,6.856,3.935,3.683,,,
4314,9.775,6.86,6.6,,,
4315,6.612,3.724,3.467,,,
4316,6.672,3.752,3.507,,,
4317,7.443,4.548,4.287,,,
4318,6.655,3.804,3.544,,,
4319,7.275,4.384,4.136,,,
4320,6.699,3.879,3.632,,,
4321,9.912,7.079,6.835,,,
4322,6.76,3.92,3.672,,,
4323,6.407,3.536,3.288,,,
4324,7.835,4.924,4.667,,,
4325,6.667,3.772,3.512,,,
4326,7.275,4.375,4.131,,,
4327,6.772,3.807,3.556,,,
4328,6.844,3.927,3.676,,,
4329,7.304,4.404,4.155,,,
4330,6.764,3.915,3.667,,,
4331,7.18,4.347,4.108,,,
4332,6.592,3.799,3.547,,,
4333,9.675,6.755,6.503,,,
4334,6.315,3.38,3.12,,,
4335,7.079,4.18,3.924,,,
4336,6.816,3.896,3.647,,,
4337,6.827,4.015,3.768,,,
4338,7.128,4.252,4.,,,
4339,6.636,3.78,3.528,,,
4340,7.288,4.412,4.159,,,
4341,6.664,3.824,3.567,,,
4342,9.664,6.836,6.579,,,
4343,6.216,3.307,3.059,,,
4344,7.204,4.319,4.076,,,
4345,7.159,4.291,4.039,,,
4346,6.824,3.916,3.667,,,
4347,7.255,4.328,4.072,,,
4348,6.78,3.963,3.712,,,
4349,8.884,4.103,3.86,,,
4350,6.279,3.432,3.18,,,
4351,7.072,4.228,3.976,,,
4352,6.764,3.844,3.592,,,
4353,7.623,4.752,4.5,,,
4354,5.799,3.664,3.407,,,
4355,7.328,4.432,4.172,,,
4356,6.844,3.932,3.675,,,
4357,7.136,4.231,3.979,,,
4358,7.075,4.131,3.88,,,
4359,7.012,4.048,3.796,,,
4360,7.708,4.788,4.531,,,
4361,6.979,3.996,3.752,,,
4362,7.567,4.611,4.356,,,
4363,6.912,3.988,3.739,,,
4364,10.219,7.252,6.996,,,
4365,6.496,3.639,3.387,,,
4366,7.587,4.6,4.34,,,
4367,6.592,3.695,3.444,,,
4368,7.515,4.603,4.352,,,
4369,6.884,3.888,3.623,,,
4370,7.256,4.292,4.036,,,
4371,7.115,4.211,3.951,,,
4372,7.159,4.247,4.,,,
4373,7.459,4.556,4.307,,,
4374,6.992,4.075,3.823,,,
4375,7.335,4.423,4.176,,,
4376,6.935,4.003,3.744,,,
4377,9.931,7.028,6.768,,,
4378,6.427,3.543,3.291,,,
4379,7.376,4.399,4.144,,,
4380,6.976,3.971,3.719,,,
4381,7.268,4.315,4.051,,,
4382,7.067,4.2,3.947,,,
4383,6.916,3.951,3.695,,,
4384,7.96,5.019,4.76,,,
4385,6.784,3.955,3.7,,,
4386,7.808,4.84,4.584,,,
4387,6.956,4.023,3.775,,,
4388,7.391,4.407,4.144,,,
4389,7.079,4.092,3.84,,,
4390,7.34,4.356,4.092,,,
4391,7.396,4.467,4.219,,,
4392,6.948,4.036,3.783,,,
4393,7.896,4.912,4.655,,,
4394,6.895,4.043,3.791,,,
4395,7.551,4.559,4.304,,,
4396,6.996,3.988,3.727,,,
4397,9.891,7.012,6.751,,,
4398,6.44,3.536,3.283,,,
4399,7.711,4.623,4.368,,,
4400,6.672,3.759,3.492,,,
4401,7.332,4.367,4.115,,,
4402,7.316,4.336,4.072,,,
4403,6.811,3.944,3.675,,,
4404,7.384,4.36,4.091,,,
4405,6.927,4.064,3.799,,,
4406,9.384,6.427,6.172,,,
4407,6.739,3.756,3.5,,,
4408,7.368,4.435,4.171,,,
4409,6.916,3.915,3.663,,,
4410,7.691,4.747,4.487,,,
4411,6.708,3.736,3.476,,,
4412,7.579,4.644,4.388,,,
4413,7.072,3.995,3.74,,,
4414,7.556,4.427,4.172,,,
4415,7.043,4.067,3.799,,,
4416,7.415,4.399,4.131,,,
4417,7.603,4.564,4.304,,,
4418,6.932,3.995,3.736,,,
4419,7.496,4.456,4.195,,,
4420,7.147,4.171,3.912,,,
4421,9.376,6.435,6.163,,,
4422,6.579,3.572,3.324,,,
4423,7.451,4.532,4.275,,,
4424,6.727,3.816,3.555,,,
4425,7.611,4.583,4.324,,,
4426,7.028,3.971,3.708,,,
4427,7.639,4.567,4.307,,,
4428,7.012,4.003,3.744,,,
4429,7.479,4.532,4.264,,,
4430,7.459,4.372,4.108,,,
4431,7.363,4.359,4.104,,,
4432,7.319,4.351,4.095,,,
4433,7.036,4.004,3.747,,,
4434,8.039,5.031,4.76,,,
4435,6.984,4.004,3.74,,,
4436,7.932,4.912,4.652,,,
4437,7.067,4.075,3.808,,,
4438,10.368,7.347,7.087,,,
4439,6.755,3.771,3.503,,,
4440,7.596,4.62,4.355,,,
4441,6.884,3.9,3.639,,,
4442,7.896,4.876,4.611,,,
4443,6.899,3.94,3.683,,,
4444,8.036,5.007,4.752,,,
4445,6.775,3.808,3.548,,,
4446,7.804,4.751,4.492,,,
4447,6.871,3.855,3.6,,,
4448,7.691,4.695,4.44,,,
4449,6.943,3.963,3.703,,,
4450,7.364,4.408,4.148,,,
4451,7.167,4.164,3.899,,,
4452,7.396,4.332,4.084,,,
4453,7.583,4.575,4.307,,,
4454,7.103,4.047,3.788,,,
4455,7.531,4.507,4.247,,,
4456,7.255,4.203,3.932,,,
4457,9.623,6.684,6.424,,,
4458,6.783,3.72,3.459,,,
4459,7.667,4.699,4.432,,,
4460,6.94,3.972,3.711,,,
4461,7.807,4.711,4.448,,,
4462,6.819,3.859,3.587,,,
4463,7.876,4.827,4.568,,,
4464,7.043,4.004,3.744,,,
4465,7.992,4.947,4.683,,,
4466,7.031,3.979,3.712,,,
4467,7.863,4.835,4.567,,,
4468,7.155,4.076,3.816,,,
4469,7.879,4.759,4.5,,,
4470,6.88,3.851,3.584,,,
4471,7.828,4.775,4.52,,,
4472,7.216,4.131,3.868,,,
4473,8.016,5.003,4.731,,,
4474,6.952,3.907,3.652,,,
4475,7.631,4.628,4.368,,,
4476,7.219,4.156,3.887,,,
4477,7.459,4.432,4.167,,,
4478,7.595,4.515,4.252,,,
4479,7.131,4.072,3.811,,,
4480,7.615,4.523,4.26,,,
4481,10.296,7.18,6.915,,,
4482,8.195,5.131,4.859,,,
4483,6.956,3.916,3.652,,,
4484,7.903,4.791,4.527,,,
4485,7.387,4.263,3.992,,,
4486,10.043,6.963,6.675,,,
4487,6.876,3.807,3.547,,,
4488,7.691,4.572,4.299,,,
4489,6.976,3.956,3.683,,,
4490,7.888,4.824,4.559,,,
4491,7.059,3.995,3.731,,,
4492,7.956,4.904,4.631,,,
4493,7.003,3.992,3.724,,,
4494,8.004,4.92,4.652,,,
4495,6.984,3.975,3.712,,,
4496,7.94,4.827,4.564,,,
4497,7.191,4.164,3.891,,,
4498,7.82,4.76,4.488,,,
4499,7.003,3.971,3.708,,,
4500,7.936,4.847,4.579,,,
4501,7.172,4.144,3.879,,,
4502,8.152,5.02,4.752,,,
4503,7.103,4.024,3.755,,,
4504,7.92,4.863,4.595,,,
4505,7.391,4.248,3.979,,,
4506,7.927,4.799,4.523,,,
4507,6.963,3.876,3.603,,,
4508,8.26,5.119,4.856,,,
4509,7.144,4.108,3.847,,,
4510,8.072,4.963,4.7,,,
4511,7.,3.935,3.663,,,
4512,8.007,4.896,4.628,,,
4513,7.22,4.123,3.851,,,
4514,7.855,4.716,4.443,,,
4515,7.032,3.976,3.695,,,
4516,7.908,4.852,4.587,,,
4517,7.456,4.272,4.003,,,
4518,7.975,4.876,4.599,,,
4519,7.195,4.091,3.832,,,
4520,8.072,4.935,4.659,,,
4521,7.204,4.111,3.84,,,
4522,7.916,4.847,4.579,,,
4523,7.008,3.971,3.708,,,
4524,8.007,4.807,4.54,,,
4525,7.304,4.199,3.928,,,
4526,8.004,4.924,4.655,,,
4527,7.076,4.036,3.771,,,
4528,8.064,4.911,4.64,,,
4529,7.335,4.231,3.959,,,
4530,8.087,4.975,4.703,,,
4531,7.155,4.02,3.76,,,
4532,7.84,4.768,4.492,,,
4533,7.32,4.216,3.948,,,
4534,7.935,4.827,4.559,,,
4535,7.188,4.084,3.816,,,
4536,8.108,4.956,4.684,,,
4537,7.255,4.115,3.84,,,
4538,7.936,4.859,4.592,,,
4539,7.195,4.06,3.788,,,
4540,8.007,4.932,4.652,,,
4541,7.38,4.235,3.968,,,
4542,7.963,4.943,4.672,,,
4543,7.292,4.144,3.876,,,
4544,8.023,4.904,4.623,,,
4545,7.435,4.235,3.98,,,
4546,8.,4.88,4.604,,,
4547,7.144,4.087,3.807,,,
4548,8.067,4.987,4.724,,,
4549,7.372,4.2,3.927,,,
4550,8.051,4.944,4.667,,,
4551,7.396,4.14,3.868,,,
4552,8.036,4.959,4.68,,,
4553,7.376,4.26,3.987,,,
4554,8.103,5.,4.724,,,
4555,7.159,4.024,3.752,,,
4556,8.131,4.995,4.723,,,
4557,7.5,4.32,4.048,,,
4558,8.032,4.88,4.6,,,
4559,7.403,4.2,3.92,,,
4560,7.887,4.819,4.539,,,
4561,7.492,4.32,4.048,,,
4562,7.696,4.672,4.399,,,
4563,7.28,4.123,3.852,,,
4564,7.775,4.695,4.412,,,
4565,7.371,4.291,4.015,,,
4566,7.532,4.456,4.175,,,
4567,7.456,4.263,3.992,,,
4568,8.327,5.247,4.967,,,
4569,7.496,4.396,4.123,,,
4570,8.404,5.087,4.804,,,
4571,7.519,4.46,4.18,,,
4572,10.208,7.055,6.78,,,
4573,7.095,3.951,3.675,,,
4574,7.847,4.667,4.391,,,
4575,7.259,4.115,3.844,,,
4576,7.987,4.847,4.576,,,
4577,7.04,3.984,3.695,,,
4578,8.156,4.963,4.695,,,
4579,7.28,4.139,3.86,,,
4580,8.167,4.951,4.671,,,
4581,7.579,4.424,4.144,,,
4582,7.595,4.371,4.096,,,
4583,8.036,4.827,4.543,,,
4584,7.355,4.268,3.984,,,
4585,7.951,4.819,4.547,,,
4586,7.275,4.152,3.876,,,
4587,10.804,7.628,7.355,,,
